,date,strike,prob,ttm
12732,2023-10-06,4390.214924498219,0.0921187455150685,28
12733,2023-10-06,4412.951776004733,0.0870667484026203,28
12734,2023-10-06,4435.688627511246,0.08113413769921873,28
12735,2023-10-06,4458.425479017758,0.07456817347837941,28
12736,2023-10-06,4481.162330524272,0.0676159950118268,28
12737,2023-10-06,4503.899182030785,0.060511083130286976,28
12738,2023-10-06,4526.636033537297,0.0534625388686496,28
12739,2023-10-06,4549.37288504381,0.04664759723010159,28
12740,2023-10-06,4572.109736550324,0.04020742628092977,28
12741,2023-10-06,4594.8465880568365,0.034245956201176875,28
12742,2023-10-06,4617.583439563349,0.02883126289634541,28
12743,2023-10-06,4640.320291069862,0.023998903281765238,28
12744,2023-10-06,4663.057142576376,0.019756558349084186,28
12745,2023-10-06,4685.793994082888,0.016089370456029872,28
12746,2023-10-06,4708.530845589401,0.01296544289170942,28
12747,2023-10-06,4731.267697095915,0.010341081550121256,28
12748,2023-10-06,4754.004548602427,0.008165481298217925,28
12749,2023-10-06,4776.74140010894,0.006384677970227015,28
12750,2023-10-06,3662.635676289805,0.0009909847457397758,55
12751,2023-10-06,3685.372527796318,0.0013614011695868289,55
12752,2023-10-06,3708.109379302831,0.0018430047886688339,55
12753,2023-10-06,3730.846230809344,0.002459409836408577,55
12754,2023-10-06,3753.5830823158567,0.0032362240817138677,55
12755,2023-10-06,3776.31993382237,0.004200345320603094,55
12756,2023-10-06,3799.0567853288826,0.005379006878429404,55
12757,2023-10-06,3821.793636835396,0.006798583450904783,55
12758,2023-10-06,3844.5304883419085,0.008483190403531737,55
12759,2023-10-06,3867.2673398484217,0.010453132320697,55
12760,2023-10-06,3890.0041913549344,0.012723277979414194,55
12761,2023-10-06,3912.7410428614476,0.015301456694779446,55
12762,2023-10-06,3935.4778943679603,0.018186982927683393,55
12763,2023-10-06,3958.2147458744735,0.02136942032577871,55
12764,2023-10-06,3980.9515973809866,0.024827691782933647,55
12765,2023-10-06,4003.6884488874994,0.02852962826790695,55
12766,2023-10-06,4026.425300394012,0.032432026625314636,55
12767,2023-10-06,4049.1621519005253,0.03648125673685876,55
12768,2023-10-06,4071.8990034070384,0.040614423585845216,55
12769,2023-10-06,4094.635854913551,0.04476105270843434,55
12770,2023-10-06,4117.372706420064,0.048845231348452534,55
12771,2023-10-06,4140.1095579265775,0.05278810543887558,55
12772,2023-10-06,4162.84640943309,0.056510607048651185,55
12773,2023-10-06,4185.583260939603,0.05993627027734977,55
12774,2023-10-06,4208.320112446116,0.0629939870531141,55
12775,2023-10-06,4231.056963952629,0.0656205582690893,55
12776,2023-10-06,4253.793815459142,0.06776290962802517,55
12777,2023-10-06,4276.530666965655,0.0693798640672186,55
12778,2023-10-06,4299.267518472168,0.07044339165521156,55
12779,2023-10-06,4322.004369978681,0.07093929090305934,55
12780,2023-10-06,4344.741221485194,0.07086728985162297,55
12781,2023-10-06,4367.4780729917065,0.07024058849074391,55
12782,2023-10-06,4390.214924498219,0.06908489374085859,55
12783,2023-10-06,4412.951776004733,0.06743702255638237,55
12784,2023-10-06,4435.688627511246,0.06534316644834468,55
12785,2023-10-06,4458.425479017758,0.062856921254074,55
12786,2023-10-06,4481.162330524272,0.060037189295862825,55
12787,2023-10-06,4503.899182030785,0.05694605770149541,55
12788,2023-10-06,4526.636033537297,0.05364674756965643,55
12789,2023-10-06,4549.37288504381,0.05020171511444549,55
12790,2023-10-06,4572.109736550324,0.046670969334335566,55
12791,2023-10-06,4594.8465880568365,0.043110652567204144,55
12792,2023-10-06,4617.583439563349,0.03957191186849973,55
12793,2023-10-06,4640.320291069862,0.03610007165950668,55
12794,2023-10-06,4663.057142576376,0.032734102470799886,55
12795,2023-10-06,4685.793994082888,0.02950636751633517,55
12796,2023-10-06,4708.530845589401,0.026442618664169526,55
12797,2023-10-06,4731.267697095915,0.02356220625347971,55
12798,2023-10-06,4754.004548602427,0.020878463055652996,55
12799,2023-10-06,4776.74140010894,0.01839922122726012,55
12800,2023-09-29,3631.343003014358,-4.440892098500626e-15,7
12801,2023-09-29,3654.2914837969633,3.552713678800501e-15,7
12802,2023-09-29,3677.239964579568,-2.4424906541753444e-15,7
12803,2023-09-29,3700.1884453621733,-4.440892098500626e-16,7
12804,2023-09-29,3723.1369261447785,4.9960036108132044e-15,7
12805,2023-09-29,3746.0854069273832,4.6629367034256575e-14,7
12806,2023-09-29,3769.0338877099884,9.908740494779522e-13,7
12807,2023-09-29,3791.9823684925937,1.5617840354309465e-11,7
12808,2023-09-29,3814.930849275199,2.0250101595564732e-10,7
12809,2023-09-29,3837.8793300578036,2.166173684869932e-09,7
12810,2023-09-29,3860.827810840409,1.9266143458374074e-08,7
12811,2023-09-29,3883.776291623014,1.4359664890495338e-07,7
12812,2023-09-29,3906.7247724056188,9.040408791571863e-07,7
12813,2023-09-29,3929.673253188224,4.845848671886088e-06,7
12814,2023-09-29,3952.621733970829,2.228916055935226e-05,7
12815,2023-09-29,3975.570214753434,8.865330092311385e-05,7
12816,2023-09-29,3998.518695536039,0.00030719689163249964,7
12817,2023-09-29,4021.4671763186443,0.0009341004528170549,7
12818,2023-09-29,4044.415657101249,0.002509792307464176,7
12819,2023-09-29,4067.3641378838543,0.005998357247590347,7
12820,2023-09-29,4090.3126186664595,0.012832931969209871,7
12821,2023-09-29,4113.261099449064,0.024724711015293718,7
12822,2023-09-29,4136.20958023167,0.04314452559558979,7
12823,2023-09-29,4159.158061014275,0.06855728387486704,7
12824,2023-09-29,4182.106541796879,0.0997079370768077,7
12825,2023-09-29,4205.055022579485,0.1333656193384377,7
12826,2023-09-29,4228.00350336209,0.16480334922251244,7
12827,2023-09-29,4250.9519841446945,0.18895215024284934,7
12828,2023-09-29,4273.9004649273,0.20181266616825427,7
12829,2023-09-29,4296.848945709905,0.20155805965018508,7
12830,2023-09-29,4319.79742649251,0.18890981711393515,7
12831,2023-09-29,4342.745907275115,0.1667123021163231,7
12832,2023-09-29,4365.69438805772,0.13896642227699207,7
12833,2023-09-29,4388.642868840325,0.10974153060575374,7
12834,2023-09-29,4411.5913496229305,0.08233136976968458,7
12835,2023-09-29,4434.539830405535,0.058835085834144984,7
12836,2023-09-29,4457.488311188141,0.040147772065165066,7
12837,2023-09-29,4480.436791970746,0.026221395328274052,7
12838,2023-09-29,4503.38527275335,0.016427697584059264,7
12839,2023-09-29,4526.333753535955,0.009892979975102745,7
12840,2023-09-29,4549.282234318561,0.005737983204991083,7
12841,2023-09-29,4572.2307151011655,0.0032112770646752775,7
12842,2023-09-29,4595.179195883771,0.0017371719359833282,7
12843,2023-09-29,4618.127676666376,0.0009098564160604505,7
12844,2023-09-29,4641.076157448981,0.0004621122138948053,7
12845,2023-09-29,4664.024638231586,0.0002279342093962633,7
12846,2023-09-29,4686.973119014191,0.00010933714937744199,7
12847,2023-09-29,4709.921599796796,5.10738652691467e-05,7
12848,2023-09-29,4732.8700805794015,2.3262098232779138e-05,7
12849,2023-09-29,4755.818561362006,1.0342758208325975e-05,7
12850,2023-09-29,3631.343003014358,5.128951707789042e-10,14
12851,2023-09-29,3654.2914837969633,2.5276747361857588e-09,14
12852,2023-09-29,3677.239964579568,1.1392921162034496e-08,14
12853,2023-09-29,3700.1884453621733,4.711420176217728e-08,14
12854,2023-09-29,3723.1369261447785,1.793126920279775e-07,14
12855,2023-09-29,3746.0854069273832,6.299558186206866e-07,14
12856,2023-09-29,3769.0338877099884,2.0488226251114128e-06,14
12857,2023-09-29,3791.9823684925937,6.185962667881738e-06,14
12858,2023-09-29,3814.930849275199,1.7385647612111477e-05,14
12859,2023-09-29,3837.8793300578036,4.560223974481304e-05,14
12860,2023-09-29,3860.827810840409,0.00011191391238563055,14
12861,2023-09-29,3883.776291623014,0.00025759420613180595,14
12862,2023-09-29,3906.7247724056188,0.0005573849553014432,14
12863,2023-09-29,3929.673253188224,0.0011363629744263193,14
12864,2023-09-29,3952.621733970829,0.0021875635177835973,14
12865,2023-09-29,3975.570214753434,0.003984645890277805,14
12866,2023-09-29,3998.518695536039,0.006881350347274773,14
12867,2023-09-29,4021.4671763186443,0.011288824654956843,14
12868,2023-09-29,4044.415657101249,0.017624593225968543,14
12869,2023-09-29,4067.3641378838543,0.026233610330717805,14
12870,2023-09-29,4090.3126186664595,0.03729143232795318,14
12871,2023-09-29,4113.261099449064,0.0507092098681885,14
12872,2023-09-29,4136.20958023167,0.06606607442134005,14
12873,2023-09-29,4159.158061014275,0.08259325168679366,14
12874,2023-09-29,4182.106541796879,0.09922474938658454,14
12875,2023-09-29,4205.055022579485,0.11471369875495385,14
12876,2023-09-29,4228.00350336209,0.12779600112867684,14
12877,2023-09-29,4250.9519841446945,0.13736947081739292,14
12878,2023-09-29,4273.9004649273,0.1426516305264023,14
12879,2023-09-29,4296.848945709905,0.14328428917712743,14
12880,2023-09-29,4319.79742649251,0.1393662241238211,14
12881,2023-09-29,4342.745907275115,0.13141238426519053,14
12882,2023-09-29,4365.69438805772,0.1202539050427956,14
12883,2023-09-29,4388.642868840325,0.10690375557919383,14
12884,2023-09-29,4411.5913496229305,0.09241607375894278,14
12885,2023-09-29,4434.539830405535,0.07776364104738376,14
12886,2023-09-29,4457.488311188141,0.06374974414591061,14
12887,2023-09-29,4480.436791970746,0.05096083313263311,14
12888,2023-09-29,4503.38527275335,0.03975758674718621,14
12889,2023-09-29,4526.333753535955,0.030295945594373316,14
12890,2023-09-29,4549.282234318561,0.02256693223236128,14
12891,2023-09-29,4572.2307151011655,0.016444248955540863,14
12892,2023-09-29,4595.179195883771,0.011730784336368982,14
12893,2023-09-29,4618.127676666376,0.00819819073108441,14
12894,2023-09-29,4641.076157448981,0.005616714847897386,14
12895,2023-09-29,4664.024638231586,0.0037748957934193865,14
12896,2023-09-29,4686.973119014191,0.0024903505198103915,14
12897,2023-09-29,4709.921599796796,0.001613666763338628,14
12898,2023-09-29,4732.8700805794015,0.0010275919358715413,14
12899,2023-09-29,4755.818561362006,0.0006434689610584909,14
12900,2023-09-29,3631.343003014358,1.3835814991036699e-05,28
12901,2023-09-29,3654.2914837969633,2.7532164702193107e-05,28
12902,2023-09-29,3677.239964579568,5.293865803368547e-05,28
12903,2023-09-29,3700.1884453621733,9.844990719409807e-05,28
12904,2023-09-29,3723.1369261447785,0.00017724236399974114,28
12905,2023-09-29,3746.0854069273832,0.0003091841509568205,28
12906,2023-09-29,3769.0338877099884,0.0005230461719119006,28
12907,2023-09-29,3791.9823684925937,0.0008588157908222538,28
12908,2023-09-29,3814.930849275199,0.0013697777101253639,28
12909,2023-09-29,3837.8793300578036,0.002123891549500101,28
12910,2023-09-29,3860.827810840409,0.0032038959017334223,28
12911,2023-09-29,3883.776291623014,0.004705543997212458,28
12912,2023-09-29,3906.7247724056188,0.006733463036108112,28
12913,2023-09-29,3929.673253188224,0.009394349756658205,28
12914,2023-09-29,3952.621733970829,0.012787565651177446,28
12915,2023-09-29,3975.570214753434,0.016993641212068145,28
12916,2023-09-29,3998.518695536039,0.022061673009190486,28
12917,2023-09-29,4021.4671763186443,0.027997011309616737,28
12918,2023-09-29,4044.415657101249,0.03475089511331797,28
12919,2023-09-29,4067.3641378838543,0.042213717736921175,28
12920,2023-09-29,4090.3126186664595,0.050213357840012136,28
12921,2023-09-29,4113.261099449064,0.05851949702285309,28
12922,2023-09-29,4136.20958023167,0.0668541285733526,28
12923,2023-09-29,4159.158061014275,0.074907649930963,28
12924,2023-09-29,4182.106541796879,0.08235915594091786,28
12925,2023-09-29,4205.055022579485,0.08889894148049199,28
12926,2023-09-29,4228.00350336209,0.09425088338312582,28
12927,2023-09-29,4250.9519841446945,0.0981923578666427,28
12928,2023-09-29,4273.9004649273,0.10056965867858461,28
12929,2023-09-29,4296.848945709905,0.1013074559795176,28
12930,2023-09-29,4319.79742649251,0.10041157839793315,28
12931,2023-09-29,4342.745907275115,0.09796519181428669,28
12932,2023-09-29,4365.69438805772,0.09411917138950207,28
12933,2023-09-29,4388.642868840325,0.08907802324615255,28
12934,2023-09-29,4411.5913496229305,0.08308304963718427,28
12935,2023-09-29,4434.539830405535,0.0763945477838458,28
12936,2023-09-29,4457.488311188141,0.06927470726311302,28
12937,2023-09-29,4480.436791970746,0.06197257240087961,28
12938,2023-09-29,4503.38527275335,0.0547120297847451,28
12939,2023-09-29,4526.333753535955,0.04768333566134797,28
12940,2023-09-29,4549.282234318561,0.041038275164943294,28
12941,2023-09-29,4572.2307151011655,0.03488869155775953,28
12942,2023-09-29,4595.179195883771,0.029307866836081664,28
12943,2023-09-29,4618.127676666376,0.024334084524369914,28
12944,2023-09-29,4641.076157448981,0.019975654990143754,28
12945,2023-09-29,4664.024638231586,0.016216715878339505,28
12946,2023-09-29,4686.973119014191,0.013023212027438613,28
12947,2023-09-29,4709.921599796796,0.010348585885567196,28
12948,2023-09-29,4732.8700805794015,0.008138848618425953,28
12949,2023-09-29,4755.818561362006,0.006336835928340334,28
12950,2023-09-29,3631.343003014358,0.001265441303561432,62
12951,2023-09-29,3654.2914837969633,0.0016955796134602295,62
12952,2023-09-29,3677.239964579568,0.002241731297025429,62
12953,2023-09-29,3700.1884453621733,0.0029252772637035074,62
12954,2023-09-29,3723.1369261447785,0.0037687225760238974,62
12955,2023-09-29,3746.0854069273832,0.00479498464160788,62
12956,2023-09-29,3769.0338877099884,0.006026501643941473,62
12957,2023-09-29,3791.9823684925937,0.007484182338198031,62
12958,2023-09-29,3814.930849275199,0.009186233784006625,62
12959,2023-09-29,3837.8793300578036,0.011146918436888753,62
12960,2023-09-29,3860.827810840409,0.013375304823031729,62
12961,2023-09-29,3883.776291623014,0.015874085361862633,62
12962,2023-09-29,3906.7247724056188,0.018638539554937217,62
12963,2023-09-29,3929.673253188224,0.021655719848214572,62
12964,2023-09-29,3952.621733970829,0.024903930580509992,62
12965,2023-09-29,3975.570214753434,0.02835255767251965,62
12966,2023-09-29,3998.518695536039,0.03196228875970597,62
12967,2023-09-29,4021.4671763186443,0.03568574150936832,62
12968,2023-09-29,4044.415657101249,0.039468493476328526,62
12969,2023-09-29,4067.3641378838543,0.04325048189445557,62
12970,2023-09-29,4090.3126186664595,0.046967718211878166,62
12971,2023-09-29,4113.261099449064,0.05055424179846346,62
12972,2023-09-29,4136.20958023167,0.05394422165927859,62
12973,2023-09-29,4159.158061014275,0.057074105341445414,62
12974,2023-09-29,4182.106541796879,0.059884711180792194,62
12975,2023-09-29,4205.055022579485,0.06232316370574287,62
12976,2023-09-29,4228.00350336209,0.06434458196571818,62
12977,2023-09-29,4250.9519841446945,0.06591344586985576,62
12978,2023-09-29,4273.9004649273,0.06700458502480192,62
12979,2023-09-29,4296.848945709905,0.06760375652086344,62
12980,2023-09-29,4319.79742649251,0.0677078010071579,62
12981,2023-09-29,4342.745907275115,0.06732438863420587,62
12982,2023-09-29,4365.69438805772,0.06647138660832023,62
12983,2023-09-29,4388.642868840325,0.06517589704406969,62
12984,2023-09-29,4411.5913496229305,0.06347302669770824,62
12985,2023-09-29,4434.539830405535,0.061404458557391406,62
12986,2023-09-29,4457.488311188141,0.05901689905566487,62
12987,2023-09-29,4480.436791970746,0.05636047408289014,62
12988,2023-09-29,4503.38527275335,0.05348714251572456,62
12989,2023-09-29,4526.333753535955,0.0504491883311472,62
12990,2023-09-29,4549.282234318561,0.0472978423778907,62
12991,2023-09-29,4572.2307151011655,0.04408207339516168,62
12992,2023-09-29,4595.179195883771,0.04084757575479658,62
12993,2023-09-29,4618.127676666376,0.037635969431974337,62
12994,2023-09-29,4641.076157448981,0.03448421653584921,62
12995,2023-09-29,4664.024638231586,0.03142424886419837,62
12996,2023-09-29,4686.973119014191,0.028482792736168383,62
12997,2023-09-29,4709.921599796796,0.025681371000827014,62
12998,2023-09-29,4732.8700805794015,0.023036457669494137,62
12999,2023-09-29,4755.818561362006,0.02055975800875509,62
13000,2023-09-22,3683.54980895519,3.9968028886505635e-15,7
13001,2023-09-22,3705.992776507064,-2.886579864025407e-15,7
13002,2023-09-22,3728.4357440589374,0.0,7
13003,2023-09-22,3750.878711610811,4.773959005888173e-15,7
13004,2023-09-22,3773.321679162685,3.952393967665557e-14,7
13005,2023-09-22,3795.7646467145587,7.976952431931751e-13,7
13006,2023-09-22,3818.2076142664323,1.1782130826532011e-11,7
13007,2023-09-22,3840.650581818306,1.4482515187097533e-10,7
13008,2023-09-22,3863.0935493701795,1.4836529782513708e-09,7
13009,2023-09-22,3885.536516922053,1.2756557699056259e-08,7
13010,2023-09-22,3907.9794844739267,9.2718875577269e-08,7
13011,2023-09-22,3930.422452025801,5.738353652251504e-07,7
13012,2023-09-22,3952.8654195776744,3.0461312751084435e-06,7
13013,2023-09-22,3975.308387129548,1.396953364329878e-05,7
13014,2023-09-22,3997.7513546814216,5.573943084391519e-05,7
13015,2023-09-22,4020.194322233295,0.00019484526018265222,7
13016,2023-09-22,4042.637289785169,0.0006007180571234727,7
13017,2023-09-22,4065.0802573370424,0.0016440204327253796,7
13018,2023-09-22,4087.523224888916,0.004018727610533568,7
13019,2023-09-22,4109.96619244079,0.008826444456591087,7
13020,2023-09-22,4132.409159992663,0.017516579122011655,7
13021,2023-09-22,4154.852127544537,0.03157973828980398,7
13022,2023-09-22,4177.295095096411,0.05198442733546038,7
13023,2023-09-22,4199.7380626482845,0.07851202535977353,7
13024,2023-09-22,4222.181030200159,0.10928897448202335,7
13025,2023-09-22,4244.623997752032,0.14081970097629215,7
13026,2023-09-22,4267.066965303906,0.16864062785667616,7
13027,2023-09-22,4289.509932855779,0.18842460935989003,7
13028,2023-09-22,4311.952900407653,0.1971331359005237,7
13029,2023-09-22,4334.395867959527,0.19377971760613882,7
13030,2023-09-22,4356.8388355114,0.17954729566450126,7
13031,2023-09-22,4379.281803063274,0.15728467678764363,7
13032,2023-09-22,4401.7247706151475,0.13063836928284334,7
13033,2023-09-22,4424.1677381670215,0.10315750874127184,7
13034,2023-09-22,4446.610705718895,0.07763886002486298,7
13035,2023-09-22,4469.053673270769,0.055827180103723006,7
13036,2023-09-22,4491.496640822643,0.03843987300756602,7
13037,2023-09-22,4513.939608374516,0.02539887485397707,7
13038,2023-09-22,4536.38257592639,0.016136836320456482,7
13039,2023-09-22,4558.825543478263,0.00987689742104414,7
13040,2023-09-22,4581.268511030137,0.00583448529576569,7
13041,2023-09-22,4603.71147858201,0.0033319895632883956,7
13042,2023-09-22,4626.154446133884,0.0018425668301080833,7
13043,2023-09-22,4648.5974136857585,0.0009881515600883573,7
13044,2023-09-22,4671.040381237632,0.0005146734180891954,7
13045,2023-09-22,4693.483348789506,0.00026070064736294363,7
13046,2023-09-22,4715.926316341379,0.00012859324776293146,7
13047,2023-09-22,4738.369283893253,6.184355246252604e-05,7
13048,2023-09-22,4760.812251445126,2.9032083406765885e-05,7
13049,2023-09-22,4783.255218997,1.3318373682458251e-05,7
13050,2023-09-22,3683.54980895519,2.796873510568787e-09,14
13051,2023-09-22,3705.992776507064,1.1994553350547223e-08,14
13052,2023-09-22,3728.4357440589374,4.743619275160427e-08,14
13053,2023-09-22,3750.878711610811,1.7349020675627713e-07,14
13054,2023-09-22,3773.321679162685,5.883922962190979e-07,14
13055,2023-09-22,3795.7646467145587,1.8553930247744432e-06,14
13056,2023-09-22,3818.2076142664323,5.45374214033778e-06,14
13057,2023-09-22,3840.650581818306,1.4980245331974729e-05,14
13058,2023-09-22,3863.0935493701795,3.854325437180339e-05,14
13059,2023-09-22,3885.536516922053,9.310792002437117e-05,14
13060,2023-09-22,3907.9794844739267,0.00021164215915059348,14
13061,2023-09-22,3930.422452025801,0.000453658678600255,14
13062,2023-09-22,3952.8654195776744,0.0009189002828625669,14
13063,2023-09-22,3975.308387129548,0.0017623317537307503,14
13064,2023-09-22,3997.7513546814216,0.0032064416479771207,14
13065,2023-09-22,4020.194322233295,0.00554473638124231,14
13066,2023-09-22,4042.637289785169,0.009129269496062076,14
13067,2023-09-22,4065.0802573370424,0.014336249126237544,14
13068,2023-09-22,4087.523224888916,0.021507918402881354,14
13069,2023-09-22,4109.96619244079,0.030875683136957762,14
13070,2023-09-22,4132.409159992663,0.04247722990020075,14
13071,2023-09-22,4154.852127544537,0.05608648923608316,14
13072,2023-09-22,4177.295095096411,0.0711770075254804,14
13073,2023-09-22,4199.7380626482845,0.0869349370746243,14
13074,2023-09-22,4222.181030200159,0.10232777982771857,14
13075,2023-09-22,4244.623997752032,0.11622172948876387,14
13076,2023-09-22,4267.066965303906,0.12752785650985832,14
13077,2023-09-22,4289.509932855779,0.13534938606125177,14
13078,2023-09-22,4311.952900407653,0.13910141812317445,14
13079,2023-09-22,4334.395867959527,0.13858081971787692,14
13080,2023-09-22,4356.8388355114,0.13397560232885236,14
13081,2023-09-22,4379.281803063274,0.12581639023127275,14
13082,2023-09-22,4401.7247706151475,0.11488395019983444,14
13083,2023-09-22,4424.1677381670215,0.10209356148767817,14
13084,2023-09-22,4446.610705718895,0.08837827885947458,14
13085,2023-09-22,4469.053673270769,0.07458954734130785,14
13086,2023-09-22,4491.496640822643,0.061426957161356266,14
13087,2023-09-22,4513.939608374516,0.04940135214525044,14
13088,2023-09-22,4536.38257592639,0.03882889723136562,14
13089,2023-09-22,4558.825543478263,0.029849230525914816,14
13090,2023-09-22,4581.268511030137,0.022458820381863972,14
13091,2023-09-22,4603.71147858201,0.016550806565142406,14
13092,2023-09-22,4626.154446133884,0.01195423526486006,14
13093,2023-09-22,4648.5974136857585,0.008467916496298855,14
13094,2023-09-22,4671.040381237632,0.00588647518402896,14
13095,2023-09-22,4693.483348789506,0.00401809709494183,14
13096,2023-09-22,4715.926316341379,0.0026947915243586973,14
13097,2023-09-22,4738.369283893253,0.0017766999629683644,14
13098,2023-09-22,4760.812251445126,0.0011521879601439355,14
13099,2023-09-22,4783.255218997,0.0007353277741070087,14
13100,2023-09-22,3683.54980895519,2.8370547071943086e-05,28
13101,2023-09-22,3705.992776507064,5.3389504793721614e-05,28
13102,2023-09-22,3728.4357440589374,9.73664434062993e-05,28
13103,2023-09-22,3750.878711610811,0.00017222395175919836,28
13104,2023-09-22,3773.321679162685,0.0002957080947312285,28
13105,2023-09-22,3795.7646467145587,0.0004932444845031636,28
13106,2023-09-22,3818.2076142664323,0.0007998789518787186,28
13107,2023-09-22,3840.650581818306,0.001262039632076939,28
13108,2023-09-22,3863.0935493701795,0.0019387529278611648,28
13109,2023-09-22,3885.536516922053,0.002901866506588413,28
13110,2023-09-22,3907.9794844739267,0.0042348069338289385,28
13111,2023-09-22,3930.422452025801,0.006029454792220611,28
13112,2023-09-22,3952.8654195776744,0.008380873890499463,28
13113,2023-09-22,3975.308387129548,0.011379884245652285,28
13114,2023-09-22,3997.7513546814216,0.01510379966353381,28
13115,2023-09-22,4020.194322233295,0.019606015954921507,28
13116,2023-09-22,4042.637289785169,0.024905473426981684,28
13117,2023-09-22,4065.0802573370424,0.03097725846685706,28
13118,2023-09-22,4087.523224888916,0.03774569199243427,28
13119,2023-09-22,4109.96619244079,0.04508113714569639,28
13120,2023-09-22,4132.409159992663,0.05280143776977841,28
13121,2023-09-22,4154.852127544537,0.060678403957181486,28
13122,2023-09-22,4177.295095096411,0.0684491573021,28
13123,2023-09-22,4199.7380626482845,0.0758315265229833,28
13124,2023-09-22,4222.181030200159,0.08254214146638483,28
13125,2023-09-22,4244.623997752032,0.08831549685336287,28
13126,2023-09-22,4267.066965303906,0.09292210596275945,28
13127,2023-09-22,4289.509932855779,0.096183960433611,28
13128,2023-09-22,4311.952900407653,0.09798583654629976,28
13129,2023-09-22,4334.395867959527,0.0982814862251903,28
13130,2023-09-22,4356.8388355114,0.09709434408150841,28
13131,2023-09-22,4379.281803063274,0.09451298257043113,28
13132,2023-09-22,4401.7247706151475,0.09068207452220894,28
13133,2023-09-22,4424.1677381670215,0.08579001347280812,28
13134,2023-09-22,4446.610705718895,0.08005456146940554,28
13135,2023-09-22,4469.053673270769,0.07370793421658994,28
13136,2023-09-22,4491.496640822643,0.06698261322465116,28
13137,2023-09-22,4513.939608374516,0.06009893176220816,28
13138,2023-09-22,4536.38257592639,0.053255164030080016,28
13139,2023-09-22,4558.825543478263,0.046620504790510046,28
13140,2023-09-22,4581.268511030137,0.04033100365747888,28
13141,2023-09-22,4603.71147858201,0.034488247528448146,28
13142,2023-09-22,4626.154446133884,0.029160386212181307,28
13143,2023-09-22,4648.5974136857585,0.02438497713279142,28
13144,2023-09-22,4671.040381237632,0.02017308095709358,28
13145,2023-09-22,4693.483348789506,0.016514059026910166,28
13146,2023-09-22,4715.926316341379,0.013380589005048793,28
13147,2023-09-22,4738.369283893253,0.01073350930016248,28
13148,2023-09-22,4760.812251445126,0.008526209022647113,28
13149,2023-09-22,4783.255218997,0.006708384807272206,28
