,date,strike,prob,ttm
37984,2021-04-16,4299.154408457957,0.002136069099378801,56
37985,2021-04-16,4319.94176506307,0.002032263246576349,56
37986,2021-04-16,4340.729121668182,0.0019451107391432743,56
37987,2021-04-16,4361.516478273295,0.001840194663316197,56
37988,2021-04-16,4382.3038348784075,0.0017352785874891197,56
37989,2021-04-16,4403.09119148352,0.001617594946878853,56
37990,2021-04-16,4423.878548088633,0.0015309975509580909,56
37991,2021-04-16,4444.665904693745,0.0014355183708403274,56
37992,2021-04-16,4465.453261298857,0.0013433698597964394,56
37993,2021-04-16,4486.24061790397,0.001241229341530925,56
37994,2021-04-16,4507.027974509082,0.001170175067954915,56
37995,2021-04-16,4527.815331114194,0.001085798118083403,56
37996,2021-04-16,4548.602687719307,0.001006972283335017,56
37997,2021-04-16,4569.390044324419,0.0009259260025373806,56
37998,2021-04-16,4590.177400929532,0.0008648637361829969,56
37999,2021-04-16,4610.964757534644,0.000801581023779363,56
38000,2021-04-09,3557.608533844375,3.3306690738754696e-06,7
38001,2021-04-09,3578.0485071225175,0.0,7
38002,2021-04-09,3598.48848040066,-2.220446049250313e-06,7
38003,2021-04-09,3618.9284536788027,0.0,7
38004,2021-04-09,3639.368426956945,0.0,7
38005,2021-04-09,3659.8084002350874,2.220446049250313e-06,7
38006,2021-04-09,3680.24837351323,-1.1102230246251565e-06,7
38007,2021-04-09,3700.6883467913726,-1.1102230246251565e-06,7
38008,2021-04-09,3721.128320069515,1.1102230246251565e-06,7
38009,2021-04-09,3741.5682933476573,4.440892098500626e-06,7
38010,2021-04-09,3762.0082666258,7.771561172376096e-06,7
38011,2021-04-09,3782.4482399039425,1.887379141862766e-05,7
38012,2021-04-09,3802.888213182085,4.3298697960381105e-05,7
38013,2021-04-09,3823.3281864602277,8.215650382226158e-05,7
38014,2021-04-09,3843.7681597383703,0.00015543122344752192,7
38015,2021-04-09,3864.208133016513,0.0002808864252301646,7
38016,2021-04-09,3884.648106294655,0.00047628567756419216,7
38017,2021-04-09,3905.0880795727976,0.0007782663402622347,7
38018,2021-04-09,3925.52805285094,0.0012112533198660458,7
