,mu,omega,alpha[1],gamma[1],beta[1]
2019-03-07,0.006127150242833217,0.02496334778074074,5.1468221929026e-12,0.2607485431315426,0.8440961521786932
2019-03-08,0.005106831710646375,0.024625995013248022,8.89852433120043e-12,0.2554527385069777,0.8456757882414134
2019-03-11,0.014743239316856218,0.025377667096436622,0.0,0.26329913983090264,0.8415773216214785
2019-03-12,0.013966481643013359,0.025123798953884276,0.0,0.2587392030910668,0.842986857194588
2019-03-13,0.019061466965026804,0.024952748526892526,0.0,0.25473568098598875,0.8434834476952752
2019-03-14,0.019596756252149572,0.02455616272183228,0.0,0.2532522558657685,0.8438524516002848
2019-03-15,0.023867820881146796,0.02429427978439823,0.0,0.25095033789712434,0.8439385968635029
2019-03-18,0.027305195462241052,0.024019688465161775,0.0,0.24984114200832955,0.8435050155271914
2019-03-19,0.027929444966999048,0.02370027138309293,0.0,0.2514657019367038,0.8425052388131741
2019-03-20,0.02622454724324749,0.023307818161984815,4.3735449249300875e-11,0.25158301845805914,0.84325154273305
2019-03-21,0.03535223578745049,0.025003238794171906,0.0,0.2445319166508255,0.8425532878665446
2019-03-22,0.020917316089899766,0.03406125441407401,0.0,0.22207145166637463,0.8443695199645683
2019-03-25,0.021931474224008273,0.032204826908054256,0.0,0.216197642438349,0.8498624796260577
2019-03-26,0.02585313778866231,0.030564122445592555,4.184714068433186e-13,0.20443052589331925,0.8564551149508243
2019-03-27,0.02101122592985291,0.030625653906403066,1.932558164596481e-12,0.2028169350821861,0.8572416717843592
2019-03-28,0.023799149151997396,0.02933089453211331,0.0,0.19151973370938785,0.8632391912081326
2019-03-29,0.0264823709041796,0.029611275340718682,1.1437321962104183e-12,0.1931183363670398,0.8612697724209339
2019-04-01,0.02836324789009881,0.030077279188970223,5.093911608940051e-13,0.19753771905000939,0.8588702414509723
2019-04-02,0.032544415181620275,0.027694276651417438,1.613662975721573e-11,0.18017207347946906,0.869788977478054
2019-04-03,0.03097261787421166,0.027946309986857012,1.3337121674484188e-11,0.18384014388519773,0.867494383463759
2019-04-04,0.029832453514782482,0.028186095159219392,0.0,0.18759240383614914,0.8651499721684044
2019-04-05,0.03136563322924822,0.02847461686413878,0.0,0.19184595257552148,0.8623256741658223
2019-04-08,0.042017771422593456,0.027166862609678263,6.625084758726212e-13,0.1916859008641216,0.8655854414681533
2019-04-09,0.03686280390132661,0.027317363187396183,0.0,0.1961444074498492,0.8640620634888844
2019-04-10,0.033559561179743035,0.027372944483723866,1.3306500190994497e-11,0.19578479143609073,0.8642502549087546
2019-04-11,0.03591720786877697,0.02716596981167367,0.0,0.1953091045692663,0.8640120195495146
2019-04-12,0.03600275245446928,0.027083098452477184,0.0,0.19563784128475137,0.8638594516889537
2019-04-15,0.03664165861252314,0.026833500959662995,0.0,0.19782316122219107,0.8627459910123709
2019-04-16,0.034163228922204164,0.02669951223957241,0.0,0.2011348085656493,0.861463149341096
2019-04-17,0.028901964267148708,0.02667170868519713,0.0,0.20352570095758982,0.8609536989974682
2019-04-18,0.03040912689131631,0.026395380817892524,6.9506575326301805e-12,0.20583405362875143,0.859753393720199
2019-04-22,0.03315049005694794,0.02597467747905938,7.437126425237726e-13,0.20789400664262656,0.8589265106587158
2019-04-23,0.04087879218330862,0.026055766026686928,0.0,0.1984428981419115,0.8622465851046771
2019-04-24,0.04014144963376929,0.025921606561571397,1.0597678380823852e-11,0.20388445930380195,0.8600388056650234
2019-04-25,0.04782122749418579,0.025455389468258385,4.699564175789977e-12,0.20805686281535865,0.8595007972123112
2019-04-26,0.050065918150236435,0.025105777089792794,6.1099440519698616e-12,0.21034448892842272,0.858571877356574
2019-04-29,0.04668948920868743,0.024726461447179365,0.0,0.21388230749264625,0.8579465095573183
2019-04-30,0.0473714847967868,0.024132700890379395,0.0,0.21861615551774144,0.8565656476396455
2019-05-01,0.04527409204332298,0.025608992974334444,0.0,0.21227517607117283,0.8581622334102698
2019-05-02,0.04242005894023232,0.025223763121635778,0.0,0.21275303439839643,0.8585053576658506
2019-05-03,0.05312927535933203,0.025731061594727475,0.0,0.2079221713973113,0.8588383253178983
2019-05-06,0.0501520244788482,0.025583526276877263,2.989145285875411e-13,0.21068121557654448,0.8582113917049226
2019-05-07,0.03985915877674877,0.02908343994030207,0.0,0.22068830526044714,0.8533822475425011
2019-05-08,0.03704641299283022,0.028719587242194367,2.4525935805957046e-12,0.21550727243306242,0.8556313872109399
2019-05-09,0.03560880862006566,0.02846637811913578,0.0,0.21236271408737778,0.8568237257089002
2019-05-10,0.03170644415583698,0.028306323978252657,6.94594538959046e-13,0.20673397529184734,0.8591996373176797
2019-05-13,0.021924890305906285,0.0300861910690135,0.0,0.24128160917689956,0.8496531077618441
2019-05-14,0.02173036181113454,0.030082934401193494,1.2048706072437323e-12,0.23392859695333873,0.8517860011425801
2019-05-15,0.022147841159113796,0.030051887767326056,0.0,0.22712617504909605,0.853640402872067
2019-05-16,0.028661243038823076,0.03013186705418938,1.371196117918557e-12,0.22733419435840418,0.8528530585781866
2019-05-17,0.025481220211263634,0.0302675639762617,3.672193395847148e-13,0.22278073486153374,0.854251828512909
2019-05-20,0.02488579878649922,0.03031913339208324,0.0,0.2196996718575177,0.8549457853812954
2019-05-21,0.027689580721959636,0.030269336246092793,0.0,0.21754031854297207,0.8551306648414246
2019-05-22,0.023453452554921372,0.030501534331860904,0.0,0.21410414748556536,0.8560245560805925
2019-05-23,0.022811016663616394,0.03049954935380568,0.0,0.2160532776678554,0.8557820503744974
2019-05-24,0.021441697530613972,0.030630513131492006,0.0,0.2123853594444393,0.8564177726598812
2019-05-28,0.02082721063037563,0.030771054658126778,1.5382588367034328e-12,0.2124411922950048,0.8560164507786292
2019-05-29,0.02039216933263014,0.030959856367285734,0.0,0.2117734230773996,0.8556326522918076
2019-05-30,0.030361398390924176,0.029675989168963413,3.675994107131567e-12,0.2078059924419507,0.8583251789111956
2019-05-31,0.022176132715997016,0.02953265809890108,9.575619585587624e-13,0.2077627939017858,0.860199860235297
2019-06-03,0.02937452388207675,0.02908001400236718,0.0,0.20327134057766222,0.861609007085629
2019-06-04,0.02905954453364303,0.028593919387572202,0.0,0.20917066796594153,0.8618900781415257
2019-06-05,0.026627709036122504,0.02897832707509936,1.1985263431411347e-12,0.2071761499597483,0.8622045035902458
2019-06-06,0.026649695875564792,0.029420894283924026,0.0,0.2060692262704486,0.8616467536850303
2019-06-07,0.0228301805397914,0.02943850729559134,0.0,0.2023825045977136,0.8637183933962057
2019-06-10,0.024754120100258452,0.030013867499021837,1.5607171947459396e-12,0.20143267353508426,0.8626665148284872
2019-06-11,0.02192467310998614,0.030713675404934467,0.0,0.20142277080227997,0.8615423227808531
2019-06-12,0.02038282533584591,0.03133557038921378,0.0,0.2024533907510622,0.8600141309497769
2019-06-13,0.02097339470016731,0.031739297297986684,1.8138517736793034e-12,0.20342647303504624,0.8586302735204877
2019-06-14,0.02385993855685382,0.032199504343780695,0.0,0.20772123552855173,0.8557154861460042
2019-06-17,0.02303869481274238,0.03252089938201151,0.0,0.2104665738286095,0.8537970469292847
2019-06-18,0.028808890059424948,0.03222212677395144,0.0,0.20540339775081412,0.8559174230982405
2019-06-19,0.03245322045140521,0.032208820733513346,2.937567823525731e-14,0.20878149219113923,0.8537150029022834
2019-06-20,0.03935300530608067,0.031981588261163575,0.0,0.20275642815121092,0.8560663004445715
2019-06-21,0.03902623302236671,0.0319489157668416,4.1982679534232046e-14,0.20839686209783106,0.8534438176747366
2019-06-24,0.03996098084780069,0.031686116584552455,9.35286238105167e-13,0.20831447970991884,0.8534083872007059
2019-06-25,0.03324335879610188,0.03230313915487327,2.8587975867251048e-12,0.2044259856639043,0.8557244934326321
2019-06-26,0.042643573882463356,0.031187669416572375,3.173214125781329e-12,0.20413305826773262,0.8576006367966265
2019-06-27,0.042755216166305,0.031008376908302823,0.0,0.20481373108238446,0.8571466947498526
2019-06-28,0.05578992517717163,0.03110080970984976,6.913502475183204e-12,0.20409016132740015,0.8563222053370452
2019-07-01,0.05530766694116989,0.03113182696449433,0.0,0.20377189810661814,0.8565286704059144
2019-07-02,0.05565733656553148,0.030796803373400426,0.0,0.20576716991032903,0.8557271727925565
2019-07-03,0.057465128509224236,0.0307564340772312,3.771332947972691e-12,0.20615770330100378,0.855461857234229
2019-07-05,0.06047232805106584,0.03039024716962417,4.7055593833198444e-12,0.2046220635666793,0.8558989883942599
2019-07-08,0.052598554117851824,0.030512816937351545,0.0,0.20615121513084037,0.856076215689264
2019-07-09,0.047904710225469355,0.030215004678318655,5.89583756972483e-12,0.206603037061256,0.8564951544040804
2019-07-10,0.044499457886444486,0.03003900261035779,1.3685400947296484e-12,0.20555666155463304,0.8573659778319279
2019-07-11,0.04345354400434371,0.029902273113072985,3.6181870828243586e-12,0.20793824657253893,0.856430232401836
2019-07-12,0.055778346141186146,0.029251125729900407,0.0,0.20999253082183497,0.855501451552925
2019-07-15,0.049571184309133494,0.029081537270223425,0.0,0.20945636587700328,0.8564313610946775
2019-07-16,0.04582023225269156,0.029409741953291883,1.9643330719132484e-12,0.2108289419446845,0.8558639992552171
2019-07-17,0.042262121369550154,0.03017431042685449,0.0,0.21037016734409889,0.8557288151428628
2019-07-18,0.040452601453083006,0.03012140055596551,3.1489709605643136e-12,0.20923320058212663,0.8562140497117587
2019-07-19,0.03528714238004033,0.030607471586043343,3.2279623130839637e-12,0.2102844092522972,0.8559292784664546
2019-07-22,0.039803870237263034,0.03034161242463418,3.3274090394652782e-12,0.20850974062076505,0.856242006981848
2019-07-23,0.04368913348123162,0.030343779972561945,4.0800782897111765e-12,0.208995664874952,0.8555487484256302
2019-07-24,0.04455478849794188,0.03021140394918287,0.0,0.21020016079596554,0.8549438903401357
2019-07-25,0.0384450194497294,0.03052012374651379,5.2310340352819084e-12,0.21207437784989494,0.8545890384097284
2019-07-26,0.03641730644788554,0.030609550233475755,0.0,0.2098886385075761,0.8556187915277251
2019-07-29,0.03782259443294934,0.03038425738036433,3.987101287820783e-12,0.21015657416238517,0.8554330352097905
2019-07-30,0.04204474165190476,0.029763169942838882,1.5732349735908675e-12,0.2124194585460153,0.8552261588172955
2019-07-31,0.04425073391945159,0.030917683403748654,9.295427110717028e-12,0.21494854564053675,0.8540222540441798
2019-08-01,0.03760364902837571,0.031655741961276275,1.5332579066048919e-12,0.21630725271582013,0.8536278850302295
2019-08-02,0.03584415935030527,0.03205308105676579,0.0,0.21536794650662697,0.8536165691002237
2019-08-05,0.03398198951214238,0.03500696044777506,1.4587123385011174e-12,0.2720759464257329,0.8355677105377878
2019-08-06,0.03138765923837578,0.035458660152517654,0.0,0.2656339557710063,0.8372083820521826
2019-08-07,0.028885795700777064,0.035943004033414876,3.0778801457136154e-12,0.25625107531849267,0.8395090809199329
2019-08-08,0.028987031703897465,0.03632598535865263,0.0,0.25932274517869885,0.8382595878207869
2019-08-09,0.02872247790255847,0.03684917513993256,0.0,0.2551834806931599,0.8385462009505324
2019-08-12,0.028487016669934848,0.037279257341056575,0.0,0.25572632069163737,0.8377959846228266
2019-08-13,0.036183119957325934,0.036473114324750935,5.497126569055664e-12,0.25709035262676927,0.8380169383069883
2019-08-14,0.036209874907843234,0.035534574697259125,0.0,0.27762166178354025,0.8354383842995738
2019-08-15,0.03271656534654152,0.036104907003968234,1.574992342038037e-12,0.26953576578117555,0.8372884718176725
2019-08-16,0.043761381170031304,0.034967670836477664,0.0,0.2699459857594797,0.8377604409454164
2019-08-19,0.03962463529770429,0.03564434721427047,4.182734310261593e-12,0.26403443105316693,0.83917385458183
2019-08-20,0.03569422074675413,0.0367605039237552,6.021111455716695e-13,0.26051479803130856,0.8390893050548861
2019-08-21,0.034068765692214974,0.03778170909710681,0.0,0.25707417170155555,0.8387852311961111
2019-08-22,0.031931958177015905,0.039067014258513375,1.3159426941293688e-13,0.25422095268092637,0.837814292733584
2019-08-23,0.027302849452850223,0.03827407403296036,7.456371383863488e-12,0.2620798792402167,0.8393115959411961
2019-08-26,0.02882163951437103,0.03897437680412733,0.0,0.2579785738041467,0.839332332424792
2019-08-27,0.024795800617012313,0.04002217810491093,2.2113868078204802e-12,0.2516064642357228,0.8402610659091195
2019-08-28,0.021203924227385228,0.04096844889214653,0.0,0.24528820664110226,0.8413531053683467
2019-08-29,0.02232001213986886,0.04187167709420781,6.474315473108565e-12,0.2436154131127429,0.840698208450428
2019-08-30,0.019716934863744616,0.04318245204264,0.0,0.2395837857064678,0.8403664202985385
2019-09-03,0.022578479419252846,0.04389644145650672,8.699667932367459e-13,0.24028405418573565,0.8388544962104849
2019-09-04,0.024311686668732145,0.04472714511889608,9.814467771810386e-13,0.2382938505992599,0.8383904287648773
2019-09-05,0.02851270555867554,0.04499044986338451,8.653996071704734e-13,0.2368103332276173,0.8385008411709086
2019-09-06,0.031089540303566563,0.04613339144444031,0.0,0.23713656281999757,0.8362463959249992
2019-09-09,0.03393452537464563,0.04721574805102002,4.1699883943968086e-12,0.2390216210544432,0.8335122592393538
2019-09-10,0.03532497897896954,0.04842189867170176,2.1976384507489105e-12,0.24042532142162804,0.8308873814665961
2019-09-11,0.03654863095645838,0.04896516654611181,2.5711006781967414e-13,0.23886475180639274,0.8305652599502654
2019-09-12,0.036362658588248345,0.04975942279981456,3.3350261927463763e-13,0.23970978230251047,0.8288525298679867
2019-09-13,0.03592062378984579,0.0503724066452811,0.0,0.24132962487174786,0.8270451042098167
2019-09-16,0.032645978837691235,0.05062126134057951,0.0,0.24152339580920887,0.8267003730163571
2019-09-17,0.034031587269226365,0.05021684170363998,1.1022743587238852e-12,0.24072833186134754,0.8267249156755152
2019-09-18,0.03727817760792692,0.049815006858506414,0.0,0.24467689755121833,0.8249380968363781
2019-09-19,0.03605433349658748,0.048470919696065824,0.0,0.24228642236821937,0.8267993652994069
2019-09-20,0.03217300725693981,0.046628330200987354,1.3779273474332796e-12,0.23534555749193514,0.8315290888009405
2019-09-23,0.030552905344665888,0.04435264457440674,1.334805320252916e-12,0.22982422913198383,0.8354944009522197
2019-09-24,0.025138780369780137,0.042346938021344004,1.248163440767343e-12,0.21931720695952225,0.8422777106737672
2019-09-25,0.029184324293986267,0.0400487074657805,1.1266566263912144e-12,0.21308534008199162,0.8460304963585822
2019-09-26,0.028658301935660848,0.037987519853443015,1.727090123946256e-12,0.20917002133563267,0.8488537775956351
2019-09-27,0.026752640354070288,0.03681176098397634,2.1512337352891335e-13,0.20771843242797905,0.8501779188390053
2019-09-30,0.02976323067776285,0.035680381118927885,0.0,0.2070976061636286,0.850378328811348
2019-10-01,0.02496692707589896,0.03647321041962333,8.768824531222762e-13,0.2082046073607755,0.8500786541498327
2019-10-02,0.021853118826184088,0.037998922792318694,0.0,0.2233507900962664,0.8439537910105336
2019-10-03,0.02447174378466283,0.037868634644637834,0.0,0.22243413486470867,0.8431553494802864
2019-10-04,0.028896710625841527,0.038225960251655,2.2472791631071932e-13,0.22803825411595732,0.8396997515970559
2019-10-07,0.028744431774942774,0.03840058891641341,0.0,0.2254177800527823,0.8396312863028915
2019-10-08,0.02668009672635452,0.03930684116705872,1.7315913451883018e-15,0.23453445066475687,0.8357548087553387
2019-10-09,0.02951417281023968,0.03980962679791414,0.0,0.23558036077117858,0.8336338856483569
2019-10-10,0.03176848669700838,0.0403242768649841,1.3743787106235833e-17,0.23502444895320965,0.8320654695168068
2019-10-11,0.03485971022478929,0.03923360172781138,8.027782189697064e-17,0.24564077333858184,0.8315483319288417
2019-10-14,0.036754155083880434,0.03914004144870093,0.0007314207118534495,0.24344972678527022,0.8320903389922781
2019-10-15,0.03803431308867225,0.03926664435118609,7.612313029163273e-17,0.2434821293086429,0.8317457248712009
2019-10-16,0.037841091964354076,0.039564277231739844,0.0,0.24221316396878623,0.8307310823470534
2019-10-17,0.036624186620871045,0.03997608893285524,0.0,0.24253820990623612,0.8293245861394996
2019-10-18,0.03582937578471447,0.04031660357279739,0.0,0.24289201749436956,0.8278559835649622
2019-10-21,0.03953926306592242,0.04000016269403036,1.333673422951418e-18,0.23893451590291997,0.8290571459474801
2019-10-22,0.039145526778431215,0.04061405595419856,0.007688477426215288,0.24178865156789478,0.8199654086822236
2019-10-23,0.041702526063847264,0.041038664455157504,0.018210496864461117,0.24286484947618694,0.8090522876023138
2019-10-24,0.044041645976851264,0.041383327445091725,0.028842225833933307,0.2443408021584586,0.7981177021515484
2019-10-25,0.053109659686107896,0.04006311013862928,0.05224376173141592,0.24541423547913108,0.7827879942117715
2019-10-28,0.05420213803120025,0.0401322459834554,0.048810286523472655,0.24702285860972534,0.7840372234522062
2019-10-29,0.05923845935341559,0.03956877685425901,0.06396298253849139,0.24449140784667245,0.7742098814382348
2019-10-30,0.061230414702077914,0.038715745350911254,0.06469221803269,0.2464483033107808,0.7727448867459574
2019-10-31,0.05575667297959758,0.038547231216939565,0.05967245902755823,0.253059634009846,0.7743078551562275
2019-11-01,0.06002077516934486,0.040375778672974275,0.04897303159935823,0.25135329781333615,0.7801747836033811
2019-11-04,0.06050597703812247,0.039781294020753144,0.04471545993556894,0.2544914790386825,0.7818938572094858
2019-11-05,0.05976846095631395,0.03902899748186081,0.043555390855539146,0.25736886501814005,0.7818301597783168
2019-11-06,0.05946414284872591,0.03821810191375478,0.042636906275133564,0.26139892532378456,0.7810274432082377
2019-11-07,0.061340733026344726,0.03740859773874521,0.042813661099770826,0.2632646255022706,0.78001755391187
2019-11-08,0.061985645153554064,0.0364391521183915,0.04395388407396296,0.2644273241658579,0.7793089168463083
2019-11-11,0.061184195687112426,0.03557774333380742,0.043704951964977784,0.2650966877744576,0.7797671885717161
2019-11-12,0.06353099665451417,0.03420658732320237,0.04731120867399312,0.2646271706129791,0.7781304300049191
2019-11-13,0.06643321451734795,0.03262822828916109,0.0674170488144924,0.27034229468635784,0.7644097146717144
2019-11-14,0.06789389993322492,0.03083932911838271,0.06681368958338652,0.2705674655829521,0.7659697839786488
2019-11-15,0.07361710506363527,0.03372121454492429,0.05287255228677218,0.26194092539867486,0.7738778105752359
2019-11-18,0.07307324007817319,0.03255295855902062,0.04097141360743226,0.26530233552453036,0.7818369539807102
2019-11-19,0.07216030793511764,0.03180323132382181,0.029551481495964923,0.2692258261134047,0.7885514518541907
2019-11-20,0.06988509559679992,0.031868555274457144,0.04482415019481272,0.25953642399968985,0.7812594898257925
2019-11-21,0.0724603486720622,0.031100473972686157,0.07537973997153714,0.2383936815349524,0.7675818070232724
2019-11-22,0.07052126612161937,0.03074038429397995,0.0521226745100473,0.2503214203217852,0.7784230142542353
2019-11-25,0.07439152654874003,0.033001095036257956,0.03425640147321836,0.2569598181713921,0.7835729913157796
2019-11-26,0.07311490128149115,0.03439779383246908,0.009960266285677,0.27631235647118835,0.790694499765939
2019-11-27,0.07626509954351912,0.036064857563284786,0.004605165757703662,0.29732915111000185,0.7821333714282639
2019-11-29,0.0713425471004981,0.03841305937504027,3.1087584687683956e-15,0.3128705509815999,0.7762592087721817
2019-12-02,0.06713786634715078,0.04256731480312029,0.0,0.3342306175777927,0.7629536299329019
2019-12-03,0.06578176402904941,0.04443327296656026,1.045223383881116e-17,0.348571275112284,0.7543780223716366
2019-12-04,0.06747177946105383,0.04538934767349659,0.0,0.35287895853730933,0.7499032260549183
2019-12-05,0.06587903435360813,0.04374933773414126,1.5931355659442103e-18,0.3554104643049984,0.7537725123368514
2019-12-06,0.0701977407328822,0.04440735307307319,0.0,0.35955241018126477,0.7501653713965408
2019-12-09,0.06778355844849032,0.04361907090077028,1.826761504135711e-18,0.3643301361184902,0.7519017834769184
2019-12-10,0.06782810020234172,0.04385953528459788,0.0,0.36637853158883804,0.7494705593033728
2019-12-11,0.069560835833004,0.04393702222470717,0.0,0.36641393658966576,0.7476896687415246
2019-12-12,0.07465853699180018,0.04434581012160122,0.0,0.3625652231741649,0.7472189652294109
2019-12-13,0.07515329834696532,0.044172693539369916,0.0,0.3627428124144104,0.7461477533045515
2019-12-16,0.07948756177405145,0.044194682514171274,1.9985342113480213e-19,0.3629556132338695,0.7458809751232888
2019-12-17,0.0795554536440753,0.043674342145956335,0.0018111485604141726,0.37728041998429357,0.7410850394813137
2019-12-18,0.07976574315236883,0.04308721147850023,0.0017908683873702163,0.3750100589339661,0.74152023232864
2019-12-19,0.08313221747125912,0.04249018493299297,0.004230765945088537,0.37515631231448576,0.7397557399753961
2019-12-20,0.0869279638612609,0.04198219137331151,0.006525544640430134,0.37215549492224975,0.7388846556855188
2019-12-23,0.08802180680080358,0.04006710754662557,0.012952874048052055,0.37279343872531767,0.7373979854267559
2019-12-24,0.09197198926450625,0.03463427147402625,0.038347007222572095,0.32977828863103836,0.7434992263700045
2019-12-26,0.08717139715268066,0.037159462850240625,0.004719103779189176,0.31216542710461054,0.7717474969710156
2019-12-27,0.08781522022136087,0.03674448354698018,0.007988349605288575,0.3327748922569847,0.7609899302884099
2019-12-30,0.08325001424877146,0.040046490062604904,0.008895593288011018,0.3469045874360216,0.7495545197694441
2019-12-31,0.08479557328167626,0.040549523331067164,0.010651689277242799,0.3551731007217744,0.7422224120473657
2020-01-02,0.0900568975859094,0.04210729628656915,0.014702842434924973,0.366783513057977,0.7303788890958408
2020-01-03,0.09479959914639832,0.04433973876484733,0.04223126765259811,0.379039650270029,0.7064877187325375
2020-01-06,0.09908278106924509,0.04484458002279097,0.06707541543837299,0.3544843529918373,0.6937681544343668
2020-01-07,0.09511081216949624,0.044381601335502154,0.06352425232341768,0.3524873682678373,0.6977462512124974
2020-01-08,0.0937951655675343,0.043757260739355194,0.06256789354959505,0.3456811029536192,0.7012859479450466
2020-01-09,0.0944160091585294,0.0429038396320852,0.05754508282687936,0.34260854277499175,0.7068745515533578
2020-01-10,0.09084200281204145,0.042199402523166715,0.04941813067683703,0.34604582312843374,0.7126019906595329
2020-01-13,0.09250957914244308,0.041698357669920305,0.04193163107051126,0.35007124200948203,0.7163045377303313
2020-01-14,0.09179974298100024,0.04115344253223473,0.04520308727838007,0.34054470105454443,0.7170905789206521
2020-01-15,0.08823038317200284,0.04205684892678704,0.02696841041782198,0.3607618554151686,0.7203053170716508
2020-01-16,0.0917464804037678,0.04360887216830072,0.014344594778536463,0.3821392718104438,0.7176822407725789
2020-01-17,0.09201564422802797,0.0452859777891361,9.932846604644757e-17,0.41308071305221894,0.712419181131064
2020-01-21,0.08843358164389005,0.045867076813981465,6.831625249147826e-16,0.4269382044375697,0.7066164495442621
2020-01-22,0.09338563552255787,0.04705989139579586,0.0,0.44112709096725183,0.7005961600557985
2020-01-23,0.09277680230198654,0.04587514531623369,1.5195234840481634e-15,0.44741558208319815,0.7000490720113092
2020-01-24,0.086079802880217,0.04859181297333882,0.0,0.4431276951248155,0.6999369706427434
2020-01-27,0.08197556980011217,0.051079936859015,0.0,0.5029263318918745,0.6808089051942146
2020-01-28,0.08737275464985829,0.051140877019888245,8.66305064020536e-15,0.4754160598564004,0.6873502610917042
2020-01-29,0.08527263698594016,0.05082610558214179,0.0,0.47296320781701184,0.6871948056351533
2020-01-30,0.08267155479425889,0.05073681339110361,8.669232628150597e-14,0.4565016199976917,0.6908296809993228
2020-01-31,0.07610048119845686,0.049548422091380745,0.0,0.47450543967598086,0.6944547992850308
2020-02-03,0.07598791968576331,0.04898330285798296,0.0,0.46264434032736296,0.6980708917160061
