,v_0,theta,kappa,sigma_v,rho,env: rf,env: S0
2020-09-18,0.00039937411076379373,0.00033432627773274866,0.0004860083736847659,0.0010602395032701512,0.37929665624512043,3.5698287639274184e-06,3319.47
2020-09-25,0.0003996880969140232,0.0003342507467667997,0.0004857260531774682,0.0010602535702294905,0.37221012694711486,3.1733390453148047e-06,3298.46
2020-10-02,0.0003997313060284947,0.0003343336214447268,0.00048584536745381504,0.001060089068937184,0.3698259942174664,3.966279028766451e-06,3348.42
2020-10-09,0.0003997339883286744,0.0003344732069568379,0.0004856973424358236,0.0010601038045905422,0.40036150351925387,3.966279028766451e-06,3477.14
2020-10-16,0.0003997642692338117,0.0003344855490182295,0.000485668230298344,0.0010601227045567577,0.40426561968535624,3.5698287639274184e-06,3483.81
2020-10-23,0.000399776650030049,0.00033448657242128187,0.0004857616361622788,0.0010600666631110523,0.4079422216252058,3.1733390453148047e-06,3465.39
2020-10-30,0.00040026174318052104,0.0003339284022790545,0.0004871031691067609,0.0010593901942894442,0.5172856242470473,3.1733390453148047e-06,3269.96
2020-11-06,0.00040019206570297296,0.0003351168116643284,0.0004868472805918056,0.0010594879343038999,0.6568175349139367,3.966279028766451e-06,3509.44
2020-11-13,0.000400071212465685,0.0003357282410180415,0.00048687310841576516,0.0010595586341888865,0.6474949031170026,3.966279028766451e-06,3585.15
2020-11-20,0.00040007369358916383,0.0003357282407683664,0.00048688882501988405,0.0010595714300838189,0.6474949031170113,3.5698287639274184e-06,3557.54
2020-11-27,0.00040097121611902694,0.0003354826114318119,0.0004861871248992679,0.0010596722011270686,0.6370742172729766,3.5698287639274184e-06,3638.35
2020-12-04,0.0004006802015880637,0.00033534945168307433,0.00048640380277165015,0.0010600176328772499,0.6353826283977912,2.77680986426887e-06,3699.12
2020-12-11,0.0004006802015880637,0.00033534945168307433,0.00048640380277165015,0.0010600176328772499,0.6353826283977912,3.1733390453148047e-06,3663.46
2020-12-18,0.0004006292023235091,0.00033553065053349443,0.00048650627164589143,0.0010598426388140148,0.6335699609359314,3.1733390453148047e-06,3709.41
2021-01-08,0.00040062824302102213,0.0003355451909171411,0.00048658383665365625,0.0010599699729282237,0.6335699609360407,3.1733390453148047e-06,3824.68
2021-01-15,0.0004007796125091884,0.00033558483479860637,0.000486542103083487,0.0010601419099726759,0.6280817939427132,3.1733390453148047e-06,3768.25
2021-01-22,0.00040097998928466985,0.00033567694640458705,0.00048648015000026825,0.0010601592070106551,0.6280817939769818,2.77680986426887e-06,3841.47
2021-01-29,0.0004013731960301827,0.0003354900441723985,0.0004864985119279958,0.0010603330823886286,0.6443890417961102,2.77680986426887e-06,3714.24
2021-02-05,0.0004014693197000734,0.0003358017945218619,0.00048631294212224,0.001060641960794653,0.6285255186809845,7.935717540874521e-07,3886.83
2021-02-12,0.0004017107900412428,0.00033585300611788414,0.00048616626935702996,0.0010606583758408666,0.6288023705222585,1.1902983632072761e-06,3934.83
2021-02-19,0.00040109391451848247,0.00033548464432011564,0.00048644654709988614,0.0010611776765835248,0.6054372898416034,1.1902983632072761e-06,3906.71
2021-02-26,0.00040130104709772135,0.0003354820260869501,0.0004863380243391606,0.0010611901910042051,0.6054372895168946,1.5869854708139286e-06,3811.15
2021-03-05,0.00040096203531036063,0.00033541308865669354,0.00048645048943406997,0.001061138935645625,0.6046191030330876,1.5869854708139286e-06,3841.94
2021-03-12,0.000400955063433011,0.0003351675790685896,0.0004864250993106632,0.0010615204597205794,0.6028672415883153,1.1902983632072761e-06,3943.34
2021-03-19,0.0004007262386188594,0.0003351803669534993,0.00048642809374830503,0.0010612735342364647,0.5938571762365485,3.968056356828953e-07,3913.1
2021-03-26,0.0004001158889028486,0.00033498743290971136,0.00048682653792799294,0.0010619097145823304,0.5719091570420295,7.935717540874521e-07,3974.54
2021-04-09,0.00040063769020395553,0.0003351445279935724,0.00048673725363931306,0.001062269601335635,0.5640747564325891,7.935717540874521e-07,4128.8
2021-04-16,0.0004009387797996373,0.00033687731554676035,0.00048660413742328116,0.0010604967489676743,0.5017958517907147,7.935717540874521e-07,4185.47
2021-04-23,0.0004014117309047792,0.0003373014617555829,0.00048648278011733975,0.0010604314689183914,0.48529058501183436,3.968056356828953e-07,4180.17
2021-04-30,0.00040089298767528826,0.00033807752634895324,0.00048677759642196025,0.0010604357705745599,0.42223565147752296,3.968056356828953e-07,4181.17
2021-05-07,0.0004008865111757707,0.0003383473774639542,0.00048694636241941255,0.0010603700906216945,0.40812214268212726,3.968056356828953e-07,4232.6
2021-05-14,0.0004006850979787138,0.00033852129110083896,0.00048708000835487547,0.001060281787161235,0.40782379889082515,3.968056356828953e-07,4173.85
2021-05-21,0.00040062671561334263,0.0003387221012935126,0.0004870970738544479,0.001060136214979089,0.40737509394033633,0.0,4155.86
2021-05-28,0.000400508238459426,0.000338757128967761,0.00048722462169309866,0.0010600661840184124,0.39413273318391984,3.968056356828953e-07,4204.11
2021-06-04,0.00040048184521999843,0.00033875712030264916,0.000487246803927633,0.0010600661595656727,0.39413273316361325,3.968056356828953e-07,4229.89
2021-06-11,0.00040017058690160906,0.0003388458326414955,0.0004874414568421162,0.0010598885804350851,0.3933444233640297,3.968056356828953e-07,4247.44
2021-06-18,0.00040041800563880354,0.0003387468200535006,0.0004873111565174543,0.0010602220605709367,0.39647637643820544,1.98363308512306e-06,4166.45
2021-06-25,0.000400426045753643,0.00033916840522258323,0.0004875180893232394,0.0010599396011458156,0.3910478115142099,1.98363308512306e-06,4280.7
2021-07-02,0.000400154719458429,0.0003393514893006018,0.00048772031358528114,0.0010598021575400714,0.390918173247393,1.98363308512306e-06,4352.34
2021-07-09,0.0004001369846743499,0.0003393686905210359,0.0004877315878489838,0.0010597579342649618,0.39011613555151203,2.3802412136841866e-06,4369.55
2021-07-16,0.00040017439858422584,0.0003396263610081126,0.00048774215127850496,0.0010595844276743882,0.39009695616761403,1.98363308512306e-06,4327.16
2021-07-23,0.000400505995830376,0.0003397591047916449,0.00048762054022566886,0.0010594382944169028,0.39009695586493637,1.98363308512306e-06,4411.79
2021-07-30,0.00040053604893725876,0.00033962794048057667,0.0004875534224841274,0.001059652416800545,0.39033898845620385,1.98363308512306e-06,4395.26
2021-08-06,0.0004005336152217544,0.0003396151379891168,0.0004876630057454432,0.0010597733002408777,0.3903389882124489,1.5869854708139286e-06,4436.52
2021-08-13,0.00040065409459858354,0.0003394900070419433,0.00048757170186486236,0.001059889639031154,0.3876936526219539,1.5869854708139286e-06,4468.0
2021-08-20,0.0004005120042144057,0.0003400547852623825,0.00048778183511311767,0.0010593863925698259,0.39254267442396157,1.5869854708139286e-06,4441.67
2021-08-27,0.0004005019873083008,0.00034006745697327063,0.00048786708204304755,0.0010594073432167337,0.39254267442175605,1.5869854708139286e-06,4509.37
2021-09-03,0.00040056566569443786,0.0003398411145146488,0.00048791947491914537,0.0010600008856095052,0.39197472973080993,1.5869854708139286e-06,4535.43
2021-09-10,0.000400692399956292,0.00033986755315146305,0.0004878609776621748,0.0010601944759344888,0.3941730209531286,2.3802412136841866e-06,4458.58
2021-09-17,0.00040076921777469296,0.0003398613278072995,0.00048786880515681614,0.0010601888128557674,0.39704638097759193,2.3802412136841866e-06,4432.99
2021-09-24,0.00040066512325627734,0.0003398740621343735,0.00048792969279472134,0.0010600850721167257,0.39438911368324747,2.3802412136841866e-06,4455.48
2021-10-01,0.0004006227074789385,0.0003399698802305426,0.00048787578280912685,0.0010601239516165504,0.3988309992514483,3.1733390453148047e-06,4357.04
2021-10-08,0.0004006667910224156,0.00033995637465167105,0.00048795104316695566,0.0010600615765746048,0.39760406270856247,7.935717540874521e-07,4391.34
2021-10-15,0.00040082900114725623,0.0003401067342304993,0.0004880195201101946,0.0010600785348961576,0.393415233495439,1.5869854708139286e-06,4471.37
2021-10-22,0.0004008576196124119,0.0003401054084798577,0.0004880569416504646,0.0010602894003457718,0.39298434653556225,1.98363308512306e-06,4544.9
2021-10-29,0.0004008642905760803,0.00033980675288337327,0.00048803982855975657,0.0010606936001685955,0.39251436947543383,2.3802412136841866e-06,4605.38
2021-11-05,0.00040097181692534483,0.00033988328979968184,0.00048798382078929584,0.001060585737571964,0.39251298229495074,1.98363308512306e-06,4697.53
2021-11-12,0.0004010439690068389,0.000339956815815919,0.0004879334018062008,0.0010604417279233402,0.39250553297166585,1.98363308512306e-06,4682.85
2021-11-19,0.0004008875481143393,0.00034004938952899883,0.00048801317537190496,0.0010603502691754528,0.39463835336044106,4.362689847159373e-06,4697.96
2021-11-26,0.0004006009937961597,0.0003401052010745544,0.0004878499498900323,0.0010604564187438699,0.4077700201963281,4.362689847159373e-06,4594.62
2021-12-03,0.0004005782977809504,0.00034015446565241865,0.0004877586536538948,0.0010605096920372821,0.40224289390357354,1.5869854708139286e-06,4538.43
2021-12-10,0.0004010448046129356,0.0003397205372320835,0.0004881967405363109,0.0010604685906558727,0.3903041535215585,1.1902983632072761e-06,4712.02
2021-12-17,0.0004010236158219886,0.00033962622375615053,0.0004884072151361284,0.0010605388091528742,0.3883681033500155,1.1902983632072761e-06,4620.64
2021-12-31,0.00040041574320017864,0.00034009733409916026,0.000488866664023177,0.0010606014924994913,0.3884152205171255,2.3802412136841866e-06,4766.18
2022-01-07,0.00040021150684668976,0.0003403068199820096,0.0004891169397606845,0.0010603235400581817,0.39429692007555195,1.98363308512306e-06,4677.03
2022-01-14,0.00040016322605690896,0.0003403606767602096,0.0004891942686382797,0.0010601974668799977,0.3966137620312823,1.98363308512306e-06,4662.85
2022-01-21,0.00040009147233340756,0.00033990238341096546,0.0004897673145632511,0.001059903746652563,0.44802403354826437,1.98363308512306e-06,4397.94
2022-01-28,0.0003998416708751681,0.00033981218251950444,0.0004896495129156374,0.0010601459722389885,0.4377920228025995,1.5869854708139286e-06,4431.85
2022-02-04,0.00039988185391260565,0.0003400687089291872,0.000489323195111713,0.0010599356518137466,0.41211234863018337,1.98363308512306e-06,4500.53
2022-02-11,0.000400045453751086,0.00033993716690655917,0.0004894864646258043,0.0010597365232182963,0.41389480517538807,1.1902983632072761e-06,4418.64
2022-02-18,0.0004001563350413249,0.00034006994716432974,0.0004896377326731411,0.0010594545441421673,0.44108404987114835,1.1902983632072761e-06,4348.87
2022-02-25,0.00039999359687020573,0.00034002945612946313,0.0004895936605788652,0.0010597095778896407,0.4311822749876198,1.1902983632072761e-06,4384.65
2022-03-04,0.00040029625730040187,0.0003399603211047476,0.0004896359839831474,0.001059483665947739,0.4339756177556299,5.947938814809817e-06,4328.87
2022-03-11,0.000400181219413377,0.00033988269226336155,0.0004899494648769932,0.001059671431861035,0.444149672765758,6.740326825349641e-06,4204.31
2022-03-18,0.00040023795057429046,0.0003405884332193693,0.0004894391369443993,0.0010594564082021475,0.42556518099110746,7.532557270595319e-06,4463.12
2022-03-25,0.0004003047915557732,0.0003406952417831125,0.0004892740521069546,0.0010595964989663128,0.4177478164360175,6.740326825349641e-06,4543.06
2022-04-01,0.0004004415773457595,0.0003408002849979806,0.0004891054455244375,0.0010594822038876347,0.41433237504818077,5.947938814809817e-06,4545.86
2022-04-08,0.0004005814604821577,0.0003407330227322215,0.0004891177491522765,0.001059622849802664,0.40841247343459114,7.92861342602258e-06,4488.28
2022-04-22,0.00040075101337082785,0.00034035806951937135,0.0004892432232368667,0.001059560703909079,0.4128323964566285,1.8212278277252025e-05,4271.78
2022-04-29,0.0004012428057354927,0.00034006239448781803,0.0004896994228591837,0.0010591987504565813,0.4763612928535073,1.4655551191511407e-05,4131.93
2022-05-06,0.0004011394286662033,0.0003403775567506183,0.000489266833103075,0.0010595582227356883,0.4226501441066801,1.900223106310328e-05,4123.34
2022-05-13,0.00040117491914005765,0.0003403586435737108,0.0004892264486207277,0.0010596059678268579,0.41146907520859116,2.6498981064992932e-05,4023.89
2022-05-20,0.0004012041287884489,0.00034023132199243855,0.0004892625765172448,0.0010596841999927819,0.4143411654388712,2.492188974012599e-05,3901.36
2022-05-27,0.00040114243578447643,0.0003404348968055323,0.0004891811412707362,0.001059545941502578,0.41850952339683045,2.7287292685862496e-05,4158.24
2022-06-03,0.00040109853302424384,0.00034038030790442336,0.0004890725061643508,0.0010596458491326946,0.4109811121824907,3.4375087153648565e-05,4108.54
2022-06-10,0.0004013655410264774,0.0003402293839828278,0.0004892314429949203,0.0010594558675302834,0.4208676941911019,4.341340280400452e-05,3900.86
2022-06-17,0.00040124393916684344,0.00034024939223801804,0.0004894392263173337,0.0010595739023978546,0.4206835388196421,4.5375543826331466e-05,3674.84
2022-06-24,0.0004013511812148196,0.00034055078192305567,0.0004891009987762956,0.0010595250932652683,0.4240562611899463,4.6944561201023305e-05,3911.74
2022-07-01,0.000401303085767499,0.0003405643341022846,0.0004890989576720937,0.0010595024659234074,0.413612624947593,5.008074350687508e-05,3825.33
2022-07-08,0.00040121480166519874,0.0003405764939926018,0.0004890760451423979,0.0010595951745800422,0.4071670300978638,6.18194899655311e-05,3899.38
2022-07-15,0.00040141474848358284,0.0003407029183725107,0.0004889191334665383,0.001059493518313436,0.41390756673095824,7.780671582890974e-05,3863.16
2022-07-22,0.0004014268233517223,0.00034084122725659216,0.0004888652305562658,0.0010595020951807762,0.41232555568677776,8.441679811777014e-05,3961.63
2022-07-29,0.00040131092903093594,0.0003409487292357342,0.0004888860373951388,0.0010594772707909832,0.4166341314316393,8.713541254601331e-05,4130.29
2022-08-05,0.0004014422320832448,0.00034095016344372803,0.0004886980479379844,0.0010595044566009996,0.40550811985402024,8.6747152605815e-05,4145.19
2022-08-12,0.00040148389134678664,0.0003410314577870513,0.0004886460740307949,0.0010594177901826155,0.40625053267718825,8.75236346555841e-05,4280.15
2022-08-19,0.00040159992959074915,0.00034085684040350943,0.0004885376204874313,0.001059468975748411,0.4026542078704215,8.75236346555841e-05,4228.48
2022-08-26,0.00040152889103487745,0.00034071277576030887,0.0004887930213178106,0.0010594392130718604,0.40310063121581924,9.37300495240656e-05,4057.66
2022-09-02,0.00040176791364913804,0.00034052085506927187,0.0004887709798680407,0.0010594514989359003,0.42164973252781446,9.760415525894572e-05,3924.26
2022-09-09,0.0004016569990241899,0.0003405670503910203,0.0004886468084500512,0.0010596608873176267,0.41699274070639314,0.00010070073002266255,4067.36
2022-09-16,0.0004019292933591422,0.0003404499565544293,0.0004888202533784464,0.001059579364680847,0.4217230592053307,0.00010495459470871715,3873.33
2022-09-23,0.0004019740923040037,0.00034027601872741446,0.0004890028406980646,0.0010594679437240717,0.434351896925915,0.0001045680673463778,3693.23
2022-09-30,0.000402041906773113,0.0003399344089994716,0.0004892548447871921,0.001059654117788744,0.4537735761878155,0.00010920392277746771,3585.62
2022-10-07,0.0004019899439196861,0.00034019663055500867,0.0004890428452874251,0.0010595496599205294,0.4462192705072199,0.00011845948390121208,3639.66
2022-10-14,0.00040214233803956403,0.00034013323158363785,0.000489129513296988,0.0010595843832452104,0.4314879949632756,0.0001288463560800146,3583.07
2022-10-21,0.00040210813048630663,0.000340162348658216,0.0004890928328854125,0.0010596985184408612,0.45216381848797393,0.00013843974798288805,3752.75
2022-10-28,0.00040202151996996175,0.000340213567889372,0.0004889501902734044,0.0010598167653757195,0.45441677645952433,0.00014609786618535736,3901.06
2022-11-04,0.000401912210712213,0.000340519727331093,0.0004888107970584098,0.0010599472603423684,0.4194578798120665,0.00014533271634609157,3770.55
2022-11-11,0.000401995276240454,0.000340617390349797,0.0004886107332533338,0.0010600444960384703,0.4010256267553597,0.0001445674195510449,3992.93
2022-11-18,0.00040187903989185637,0.00034064947088753653,0.0004885970790968856,0.0010599965904432205,0.3996796182896777,0.0001529776110411607,3965.34
2022-11-25,0.0004018030492889804,0.00034063019753755475,0.0004885785465857277,0.0010600955786348317,0.40219190457304854,0.0001617511456717402,4026.12
2022-12-02,0.00040201305234633105,0.0003405443239019016,0.0004884349439794156,0.0010602224113193284,0.41283450108928116,0.0001522137812646207,4071.7
2022-12-09,0.0004020035809404064,0.0003404801811100323,0.0004886026198564626,0.0010599861535869413,0.4109948742189089,0.0001483924345326848,3934.38
2022-12-16,0.0004017831859200903,0.0003404815746307944,0.0004885698002864032,0.001060145016797653,0.4035252595527028,0.00015335947102901315,3852.36
2022-12-23,0.00040175902163980324,0.0003404854782402123,0.0004886067095247905,0.0010601891265830574,0.40354391893913705,0.00014801009822229538,3844.82
2022-12-30,0.0004018506123359748,0.00034046189102361396,0.0004887347228641305,0.0010601406398128815,0.41772612506538276,0.00016022670055493293,3839.5
2023-01-06,0.0004018617145134129,0.00034058908203371156,0.0004886588769871822,0.001060165497603207,0.42117294627946444,0.0001678431007052783,3895.08
2023-01-13,0.0004017669784681886,0.0003404142263723061,0.0004885621949667792,0.001060554693676715,0.42517459268112834,0.00017772270657090417,3999.09
2023-01-20,0.00040152993421049957,0.00034007490101432364,0.0004887072563586359,0.0010608624354243583,0.4287409855273863,0.00018189517720434978,3972.61
2023-01-27,0.00040137105208358704,0.0003400983895129452,0.0004887621976819208,0.0010608109747390283,0.43203478070354073,0.00017886108646547605,4070.56
2023-02-03,0.0004013929837953643,0.0003401509148179001,0.0004887310236319075,0.0010607309970519494,0.43307321821355144,0.00017886108646547605,4136.48
2023-02-10,0.0004014223157502352,0.00034017010854201385,0.0004887958774183373,0.001060628367002268,0.43325417786785847,0.0001807576638885866,4090.46
2023-02-17,0.00040169776100189677,0.0003401983789900619,0.0004885733489986391,0.00106063173978944,0.4293922456671073,0.00017999914123811855,4079.09
2023-02-24,0.00040187444486200843,0.0003401484581901153,0.0004884890770672023,0.0010604539661555512,0.4284449793112298,0.000181516042177865,3970.04
2023-03-03,0.000401928093014805,0.0003401234839486047,0.0004883995924021165,0.001060522893171914,0.4358595781130355,0.00018416923014275,4045.64
2023-03-10,0.00040188253006784953,0.0003397976675778558,0.0004885817044731701,0.001060666856423691,0.4372449791997257,0.00018644198605977103,3861.59
2023-03-17,0.0004018962545269617,0.00033975895622464125,0.0004886425563070439,0.0010606818351910666,0.4325807023437674,0.0001674626262520018,3916.64
2023-03-24,0.00040144143091353434,0.00033998852617881146,0.0004887577505978279,0.00106060377255962,0.4251314029932853,0.00016632098486990543,3970.99
2023-03-31,0.0004014194293985183,0.0003400354660648516,0.0004886695005727786,0.0010607940284562418,0.42528100779017813,0.00018379031143078706,4109.31
2023-04-14,0.0004013228544872507,0.00034005624501991927,0.0004886376852679879,0.0010607586613959779,0.4281506552537113,0.00016670156834108774,4137.64
2023-04-21,0.0004013225185586995,0.00034010398018417994,0.0004886158837133915,0.0010606406060225317,0.42777649782830623,0.00013115087748549747,4133.52
2023-04-28,0.00040154050682122494,0.00033988274062131055,0.00048826745454018806,0.0010606600238797382,0.42401191831158147,0.00016898430614076254,4169.48
2023-05-05,0.0004016841122536895,0.00033979077302955137,0.00048808606923162026,0.001060629331915615,0.42410439700728436,0.00021587045473081545,4136.25
2023-05-12,0.0004016843325831224,0.0003395113946695499,0.00048796468103354647,0.001060848313926538,0.4250326620707789,0.00022338133879551414,4124.08
2023-05-19,0.0004015718788012001,0.0003395444208281331,0.00048802899254992934,0.0010608487715031657,0.42619806739472715,0.00021699799022467658,4191.98
2023-05-26,0.0004013794485600976,0.00033935587745401435,0.000488117994343308,0.0010608734460602345,0.4287401625764685,0.000232001390587655,4205.45
2023-06-02,0.0004012779965224596,0.00033949565548651835,0.0004880994092584497,0.001060695822067648,0.42878042877434347,0.0002042005349363052,4282.37
2023-06-09,0.00040128478928175466,0.0003393249017341121,0.00048798784553802225,0.0010607842541502073,0.4300275950842187,0.0002030693720416199,4298.86
2023-06-16,0.0004013185222204984,0.0003393250684597409,0.0004879865866213777,0.0010607838848320627,0.43002759518818945,0.00020042874257408805,4409.59
2023-06-23,0.00040178984440631435,0.0003393852809805569,0.00048752933315025516,0.0010603805030641499,0.4301199107514035,0.00020005136690737224,4348.33
2023-06-30,0.00040185441704429384,0.00033938598958005765,0.000487529333091223,0.0010603804248657967,0.43011991074486094,0.00020269224637736727,4450.38
2023-07-07,0.0004019140614850107,0.0003393507023209073,0.00048754871985095616,0.00106056629054743,0.4301199107585066,0.00020570825281929217,4398.95
2023-07-14,0.00040211605983048415,0.0003391241811484976,0.000487334830199794,0.00106073546046857,0.4301199883116285,0.00020759209831888725,4505.42
2023-07-21,0.0004023261618154285,0.00033866058902517283,0.00048714407587847306,0.0010613411029889081,0.43030331636294994,0.0002098515379793664,4536.34
2023-07-28,0.0004023422586204095,0.00033866678773439583,0.0004871387375222031,0.0010613883113344941,0.4303033163449112,0.0002113571196757924,4582.23
2023-08-04,0.00040194607592923835,0.0003390801647306368,0.00048731242801366927,0.0010608304192715548,0.4295005643950089,0.00021399051964765547,4478.03
2023-08-11,0.0004016942967871078,0.0003390351797367469,0.00048744863674291574,0.0010608909290646656,0.42949924142102314,0.00021399051964765547,4464.05
2023-08-18,0.0004020479062526037,0.0003395155708627896,0.0004873973972319832,0.0010607017407555474,0.4265342851075443,0.0002136144261815076,4369.71
2023-08-25,0.00040119190193262116,0.0003398122370692751,0.0004881099227062794,0.001060682047996834,0.4211808038605907,0.00021474260011022928,4405.71
2023-09-01,0.00040128800244292707,0.00033990494484192744,0.0004882313692867702,0.0010605394644768056,0.41812775964610305,0.0002128621327464053,4515.77
2023-09-08,0.00040109801357004685,0.0003398799840486273,0.0004883113489940902,0.0010604278051418606,0.41812809504032966,0.0002132382972168667,4457.49
2023-09-15,0.00040120164413017575,0.0003395493194756775,0.00048815253744041574,0.0010607478761542582,0.41881638765447976,0.0002128621327464053,4450.32
2023-09-22,0.00040085862561634435,0.0003397105068711581,0.0004885187684688478,0.0010606234915230665,0.4198123664662372,0.0002132382972168667,4320.06
2023-09-29,0.0004005662053003376,0.00033960406572596864,0.0004887771356870176,0.0010608220379275679,0.4223677287585731,0.00021436657762152755,4288.05
2023-10-06,0.000400660763929518,0.0003396105015479456,0.0004887293305846648,0.0010608277391162433,0.42236773895483537,0.00021587045473081545,4308.5
2023-10-13,0.0004007587678986841,0.00033957777139040764,0.0004886673572736249,0.001060941856374806,0.42462356961608355,0.00021624633534500504,4327.78
2023-10-20,0.00040089872854775577,0.00033961428476373697,0.0004887378840740613,0.0010608283407905982,0.4275589322377292,0.00021474260011022928,4224.16
2023-10-27,0.0004008250226696601,0.0003395781831245876,0.0004888379854571109,0.001060868017080751,0.4307264413445716,0.00021511858712019993,4117.37
2023-11-03,0.0004008387403274722,0.00033973914357799783,0.0004887404998975911,0.0010615020308043024,0.4268877092366272,0.0002136144261815076,4358.34
2023-11-10,0.0004006888752460481,0.0003396251027926886,0.0004889125747406806,0.001061779968534537,0.42463584178503616,0.0002136144261815076,4415.24
2023-11-17,0.0004006883069142365,0.0003396242693405071,0.0004889121760722468,0.001061776818796963,0.42463583899660184,0.0002132382972168667,4514.02
