,v_0,theta,kappa,sigma_v,rho,lam,muj,sigj,env: rf,env: S0
2024-03-01,0.00037884005128800046,0.0004833166353112308,0.01964521810534011,0.04156497407486403,-0.9965502056848891,4.904464560102123e-09,-1.9855794513202218e-08,6.354242949046711e-11,0.00021399051964765547,5137.08
2024-03-08,0.00037892497603184133,0.00048102119588735006,0.019663922459263867,0.04146841938542555,-0.9518626164612735,1.1005465178971702e-11,-8.519959344449367e-23,3.0160713389779513e-12,0.0002128621327464053,5123.69
2024-03-15,0.0003787149957535037,0.0004807206851942741,0.019681188513673707,0.041342942771409416,-0.9694780195684605,3.911711826668139e-12,0.0,4.191297233428591e-10,0.0002132382972168667,5117.09
2024-03-22,0.0003764574633171115,0.00048057036505637894,0.019676639185635794,0.0413816465641942,-0.9902397666546144,4.9999999997379397e-11,-2.075116788500866e-09,1.0881598831047364e-09,0.0002128621327464053,5234.18
2024-04-05,0.000376625778873137,0.00048055451024968116,0.019728811786167755,0.04124011796097219,-0.9596612438516745,2.4999999999476997e-11,1.845697200831582e-11,7.257064101819689e-10,0.0002113571196757924,5204.34
2024-04-12,0.00037648397347174467,0.00047972196398763707,0.019825008296154058,0.04092013158132031,-0.7886725122780802,2.47951109328652e-09,-2.2833796979713283e-09,2.6067252072810074e-09,0.00021173342623526104,5123.41
2024-04-19,0.0003763682566689407,0.00047978102584861446,0.019850774005926646,0.040914235100037936,-0.7268456570091256,9.531133733844946e-10,-1.1784888136161309e-09,6.50283207717102e-10,0.00021210969726248585,4967.23
2024-04-26,0.00037578688399109655,0.000478050409030614,0.016887310570241346,0.03445423986393892,-0.9916721782625931,1.8207541166086335e-08,1.4783086437980779e-08,8.245546384728506e-09,0.00021173342623526104,5099.96
2024-05-03,0.0003754873577305151,0.00047817136457313703,0.016888969272622616,0.0344651600927788,-0.9975085266185046,1.0154713845055579e-08,-1.7554600875018604e-08,1.144076846248076e-09,0.0002128621327464053,5127.79
2024-05-10,0.0003754373815626118,0.00047652911693394766,0.016905189678478646,0.034584109569077155,-0.9997504387696495,2.655861998722011e-12,-1.0690660596476545e-09,7.142262340546513e-09,0.0002128621327464053,5222.68
2024-05-17,0.0003745924398002046,0.0004751742738833821,0.01687121735962406,0.034587576388339036,-0.9999998595357203,8.380771767372257e-10,-4.545089314450963e-08,1.2179896577195266e-07,0.00021248593276390615,5303.27
2024-05-24,0.0003745918889216993,0.000475230689803316,0.016871216779150232,0.03458775721786639,-0.9999998576789771,8.380771767372255e-10,-4.5450892996420495e-08,1.2179896577462674e-07,0.00021474260011022928,5304.72
2024-05-31,0.0003746585582672967,0.00047104876847128564,0.01687629829937928,0.034601346012554046,-0.9995225449736901,1.0289155036283329e-11,1.943714955908721e-07,6.303729039649304e-08,0.00021173342623526104,5277.51
2024-06-07,0.0003760557848427106,0.0004597964342930116,0.016834269733380765,0.03523200725631036,-0.9961023127417423,3.4944892993028263e-09,2.172030154734577e-08,3.849218736262644e-08,0.0002113571196757924,5346.99
2024-06-14,0.0003760557586283174,0.0004598247321797457,0.016834668707916847,0.035232126716357844,-0.9961023127417562,3.4944892994340407e-09,2.1720301545361407e-08,3.849218736262644e-08,0.0002113571196757924,5431.6
2024-06-21,0.0003760704059946427,0.0004579015754898607,0.016841369629795672,0.03520096597721088,-0.9950914206844277,7.85204099779721e-09,3.011120104607812e-08,7.706313916551739e-09,0.00020947505365698227,5464.62
2024-06-28,0.00037430452057447724,0.0004576297857726953,0.017333789375924474,0.03637667046455697,-0.9955757812105631,2.8653465517951235e-08,3.047830983963236e-08,1.4950892876092766e-08,0.0002113571196757924,5460.48
2024-07-05,0.0003726018601980633,0.00045752250557244814,0.017342613636215188,0.0363822449709244,-0.9996732564165957,1.2675352846640743e-11,1.681181902434172e-08,1.1087936020822266e-08,0.00021173342623526104,5567.19
2024-07-12,0.00037315822517695565,0.00045620374723156235,0.017340538211091473,0.03640725127680193,-0.9984308338874888,2.7723955832788768e-08,7.283386436061205e-08,1.7487699375712773e-13,0.0002113571196757924,5615.35
2024-07-19,0.00037378251862809513,0.0004542591761807012,0.01734477849300613,0.03637524177207336,-0.9570079528531201,1.1008081901992077e-08,1.4891622811977465e-08,7.784327930742416e-09,0.00021173342623526104,5505.0
2024-07-26,0.00037434791816642014,0.0004539726598358821,0.017348208127371458,0.036270441579460806,-0.8973596649653499,4.47198611879144e-09,4.208689741649735e-09,1.1462865341805845e-08,0.00021210969726248585,5459.1
2024-08-02,0.00037429374613331186,0.0004537634388763786,0.017350916392348585,0.035035403834722964,-0.46650352038561443,2.1610623157665045e-10,3.0457979662910915e-09,2.486868999900403e-09,0.00021399051964765547,5346.56
2024-08-09,0.0003741726474110414,0.0004539204648404072,0.01734574771691122,0.03545177684925412,-0.6511771082929755,3.6512180820896927e-13,0.0,8.103792498527463e-11,0.00021399051964765547,5344.16
2024-08-16,0.0003732499064557288,0.0004529797874441329,0.017319615206001504,0.03631275575331273,-0.9881087002722369,4.085918498746116e-09,1.379030657191074e-07,3.1543485119010803e-10,0.0002136144261815076,5554.25
2024-08-23,0.0003733287346436828,0.00045318693209650074,0.017303350441299117,0.036316314556861774,-0.9981578498907664,1.0071755003662861e-10,6.406883746906864e-08,1.68530666487865e-11,0.0002128621327464053,5634.61
2024-08-30,0.00037379670887307734,0.00045187564407079666,0.017295765280066162,0.03638129657164274,-0.9957491211783055,1.542994131632003e-11,-3.8401270366669863e-08,5.598509524687973e-12,0.00020909853376172016,5648.4
2024-09-06,0.00038239665742951606,0.00044697758219837896,0.017536899016631375,0.03585754709399873,-0.48937113165195373,1.614700966673809e-09,5.361418617589497e-09,6.843894137635446e-10,0.0002042005349363052,5408.42
2024-09-13,0.0003824797957980747,0.0004467837075096523,0.017541617827354472,0.03704867166249823,-0.913129657675229,1.6510187876264138e-11,-5.967206267249237e-11,1.8248476725220493e-10,0.00019929650834193957,5626.02
2024-09-20,0.00038323076391569007,0.00044121847467415936,0.017436324439468725,0.03702262833150589,-0.974725497576863,3.1249999999854546e-12,2.926293260068214e-13,4.6637233815251207e-11,0.00018871344643711652,5702.55
2024-09-27,0.00038295857054263644,0.00044138994292168256,0.017423404747861644,0.03692708332252224,-0.9303483215098348,3.272604726771881e-10,-1.4211660793132005e-09,7.861889106801883e-10,0.00018984869126059678,5738.17
2024-10-04,0.00038258223193014357,0.0004413182053285098,0.017424385281513674,0.03678683621674944,-0.8723183733170862,4.4547920230731025e-11,2.4435095095418854e-10,8.137027507634181e-10,0.00019400849074457938,5751.07
2024-10-11,0.00038380995028067423,0.0004385284589547382,0.017424370356612505,0.036796712125994155,-0.8864356061573064,6.51683095875312e-11,-3.0309074251910625e-10,3.599806323543163e-09,0.00019249633877160832,5815.03
2024-10-18,0.0003836036656863703,0.0004381563015091257,0.017398543430661804,0.03677808921280153,-0.8938406486154828,3.4903653313262895e-10,-3.490208827079975e-10,1.849445855912551e-09,0.0001906053415035025,5864.67
2024-10-25,0.00038446951264729383,0.00043616690823364225,0.01713317830525138,0.03527866899534875,-0.7394578930381169,4.350244275382955e-10,-2.409051591582878e-09,5.631453302729288e-10,0.00018947031225424737,5808.12
2024-11-01,0.0003844714037309264,0.0004356888249000407,0.017742092441902085,0.036178414077049185,-0.4797969763868738,1.0875610686179469e-10,2.6090850609566927e-09,2.526096169555339e-09,0.00018416923014275,5728.8
2024-11-08,0.000384517623619826,0.0004302153805024274,0.017581093078288167,0.03642676027455857,-0.9982633709915514,4.2482854242890117e-13,0.0,1.653694044951307e-11,0.0001822742761612428,5995.54
2024-11-15,0.0003833252612655636,0.00042942387058667633,0.017596710614738633,0.03597707082791097,-0.9087480503818282,1.2499999999994139e-11,4.7092485568719765e-12,2.9323367231111575e-11,0.0001822742761612428,5870.62
2024-11-22,0.0003774164736450178,0.0004301101976066476,0.017796649055524957,0.03561206092188672,-0.9972878832904766,3.2698716278913615e-11,1.712673674098655e-09,1.7680463584913736e-09,0.00018303236589400917,5969.34
2024-11-29,0.0003770987326735326,0.00042858216873332587,0.01780790812330571,0.035750967614600435,-0.9985376532730688,1.4079847637298682e-07,2.634998944197666e-07,1.7471783700779276e-14,0.00018454811282642147,6032.38
