,sigma,env: rf,env: S0
2021-10-29,0.009580766217270782,2.3802412136841866e-06,4605.38
2021-11-05,0.005240362496269446,1.98363308512306e-06,4697.53
2021-11-12,0.005698420926108122,1.98363308512306e-06,4682.85
2021-11-19,0.006022125063287034,4.362689847159373e-06,4697.96
2021-11-26,0.010018414851086973,4.362689847159373e-06,4594.62
2021-12-03,0.010766281314101052,1.5869854708139286e-06,4538.43
2021-12-10,0.006446380440862393,1.1902983632072761e-06,4712.02
2021-12-17,0.008655371738590089,1.1902983632072761e-06,4620.64
2021-12-31,0.006328637691798224,2.3802412136841866e-06,4766.18
2022-01-07,0.0070793078597128556,1.98363308512306e-06,4677.03
2022-01-14,0.010709922176251616,1.98363308512306e-06,4662.85
2022-01-21,0.011338287187028305,1.98363308512306e-06,4397.94
2022-01-28,0.010009029412917777,1.5869854708139286e-06,4431.85
2022-02-04,0.008810958616333058,1.98363308512306e-06,4500.53
2022-02-11,0.011053907168843658,1.1902983632072761e-06,4418.64
2022-02-18,0.011467979113006732,1.1902983632072761e-06,4348.87
2022-02-25,0.010520204485312924,1.1902983632072761e-06,4384.65
2022-03-04,0.01235422489251947,5.947938814809817e-06,4328.87
2022-03-11,0.012998883804273338,6.740326825349641e-06,4204.31
2022-03-18,0.011888557385597022,7.532557270595319e-06,4463.12
2022-03-25,0.008166139927369975,6.740326825349641e-06,4543.06
2022-04-01,0.007181115114587127,5.947938814809817e-06,4545.86
2022-04-08,0.00837218137873872,7.92861342602258e-06,4488.28
2022-04-22,0.010995313363851766,1.8212278277252025e-05,4271.78
2022-04-29,0.01402585607046733,1.4655551191511407e-05,4131.93
2022-05-06,0.011839803535722712,1.900223106310328e-05,4123.34
2022-05-13,0.012080719696826206,2.6498981064992932e-05,4023.89
2022-05-20,0.012461001502901707,2.492188974012599e-05,3901.36
2022-05-27,0.011462175554857386,2.7287292685862496e-05,4158.24
2022-06-03,0.011004596851539377,3.4375087153648565e-05,4108.54
2022-06-10,0.012842114210456182,4.341340280400452e-05,3900.86
2022-06-17,0.013048754381777945,4.5375543826331466e-05,3674.84
2022-06-24,0.011315251710980632,4.6944561201023305e-05,3911.74
2022-07-01,0.011376566359037783,5.008074350687508e-05,3825.33
2022-07-08,0.010752407310565978,6.18194899655311e-05,3899.38
2022-07-15,0.010203128505702867,7.780671582890974e-05,3863.16
2022-07-22,0.009297374650596203,8.441679811777014e-05,3961.63
2022-07-29,0.008525406715484036,8.713541254601331e-05,4130.29
2022-08-05,0.008586330650607566,8.6747152605815e-05,4145.19
2022-08-12,0.007694808720732588,8.75236346555841e-05,4280.15
2022-08-19,0.008373470951959061,8.75236346555841e-05,4228.48
2022-08-26,0.010348193178207888,9.37300495240656e-05,4057.66
2022-09-02,0.011075805905254053,9.760415525894572e-05,3924.26
2022-09-09,0.009830101299251352,0.00010070073002266255,4067.36
2022-09-16,0.011615083594566478,0.00010495459470871715,3873.33
2022-09-23,0.012883784231806212,0.0001045680673463778,3693.23
2022-09-30,0.014134930983070957,0.00010920392277746771,3585.62
2022-10-07,0.012843539451400213,0.00011845948390121208,3639.66
2022-10-14,0.013872203520301843,0.0001288463560800146,3583.07
2022-10-21,0.013026482369385002,0.00013843974798288805,3752.75
2022-10-28,0.011740650495511646,0.00014609786618535736,3901.06
2022-11-04,0.010658692035593935,0.00014533271634609157,3770.55
2022-11-11,0.009492124006053702,0.0001445674195510449,3992.93
2022-11-18,0.009528082486329215,0.0001529776110411607,3965.34
2022-11-25,0.008318702016733622,0.0001617511456717402,4026.12
2022-12-02,0.008227331772976932,0.0001522137812646207,4071.7
2022-12-09,0.010102937352170578,0.0001483924345326848,3934.38
2022-12-16,0.008794825793107832,0.00015335947102901315,3852.36
2022-12-23,0.009449535308636507,0.00014801009822229538,3844.82
2022-12-30,0.009948699236915827,0.00016022670055493293,3839.5
2023-01-06,0.008896157483322169,0.0001678431007052783,3895.08
2023-01-13,0.007340613297341476,0.00017772270657090417,3999.09
2023-01-20,0.007942133623676014,0.00018189517720434978,3972.61
2023-01-27,0.006936654158593516,0.00017886108646547605,4070.56
2023-02-03,0.006501533289396274,0.00017886108646547605,4136.48
2023-02-10,0.007669253971421382,0.0001807576638885866,4090.46
2023-02-17,0.007214871558444282,0.00017999914123811855,4079.09
2023-02-24,0.00801921626690012,0.000181516042177865,3970.04
2023-03-03,0.007876492095490415,0.00018416923014275,4045.64
2023-03-10,0.009679924292063595,0.00018644198605977103,3861.59
2023-03-17,0.010263942550732664,0.0001674626262520018,3916.64
2023-03-24,0.00875130684546493,0.00016632098486990543,3970.99
2023-03-31,0.007203255769535963,0.00018379031143078706,4109.31
2023-04-14,0.007048961314219828,0.00016670156834108774,4137.64
2023-04-21,0.006359611007409275,0.00013115087748549747,4133.52
2023-04-28,0.0060148641695274094,0.00016898430614076254,4169.48
2023-05-05,0.006372168926195412,0.00021587045473081545,4136.25
2023-05-12,0.005063623721416269,0.00022338133879551414,4124.08
2023-05-19,0.0052054564188847895,0.00021699799022467658,4191.98
2023-05-26,0.005889945226584504,0.000232001390587655,4205.45
2023-06-02,0.00485149639833057,0.0002042005349363052,4282.37
2023-06-09,0.004838419658912875,0.0002030693720416199,4298.86
2023-06-16,0.004831470020527254,0.00020042874257408805,4409.59
2023-06-23,0.004417024057976382,0.00020005136690737224,4348.33
2023-06-30,0.004023223855878838,0.00020269224637736727,4450.38
2023-07-07,0.005075242203724129,0.00020570825281929217,4398.95
2023-07-14,0.005280281745088307,0.00020759209831888725,4505.42
2023-07-21,0.004299662899415343,0.0002098515379793664,4536.34
2023-07-28,0.004148565074323432,0.0002113571196757924,4582.23
2023-08-04,0.00567132010103644,0.00021399051964765547,4478.03
2023-08-11,0.00547755620191879,0.00021399051964765547,4464.05
2023-08-18,0.006214125170988759,0.0002136144261815076,4369.71
2023-08-25,0.009438811369459595,0.00021474260011022928,4405.71
2023-09-01,0.00430919757283296,0.0002128621327464053,4515.77
2023-09-08,0.004964881227783517,0.0002132382972168667,4457.49
2023-09-15,0.004882523328307531,0.0002128621327464053,4450.32
2023-09-22,0.006238854622847414,0.0002132382972168667,4320.06
2023-09-29,0.006523764283906455,0.00021436657762152755,4288.05
2023-10-06,0.006305575029152807,0.00021587045473081545,4308.5
2023-10-13,0.006259454077500878,0.00021624633534500504,4327.78
2023-10-20,0.007629731850551415,0.00021474260011022928,4224.16
2023-10-27,0.007866866012674145,0.00021511858712019993,4117.37
2023-11-03,0.005219660768433544,0.0002136144261815076,4358.34
2023-11-10,0.006189561306356314,0.0002136144261815076,4415.24
2023-11-17,0.004207530688264837,0.0002132382972168667,4514.02
2023-11-24,0.00392830539465859,0.00021436657762152755,4559.34
2023-12-01,0.004460764027549622,0.00021436657762152755,4594.63
2023-12-08,0.004428683661247439,0.00021399051964765547,4604.37
2023-12-15,0.004182335003841688,0.00021399051964765547,4719.19
2023-12-22,0.004579047731587963,0.00021399051964765547,4754.63
2023-12-29,0.005850048489127986,0.00021624633534500504,4769.83
2024-01-05,0.004528569965610108,0.00021399051964765547,4697.24
2024-01-12,0.003955266725686143,0.00021436657762152755,4783.83
2024-01-19,0.0044393086795553585,0.00021399051964765547,4839.81
2024-01-26,0.005179283545170928,0.00021399051964765547,4890.97
2024-02-02,0.0043583930925007,0.00021210969726248585,4958.61
2024-02-09,0.004011956877672018,0.00021210969726248585,5026.61
2024-02-16,0.004372920897986305,0.00021173342623526104,5005.57
2024-02-23,0.004274443964798322,0.00021210969726248585,5088.8
2024-03-01,0.004216363231735282,0.00021399051964765547,5137.08
2024-03-08,0.0055305043365499185,0.0002128621327464053,5123.69
2024-03-15,0.005203166186165275,0.0002132382972168667,5117.09
2024-03-22,0.004226806180837868,0.0002128621327464053,5234.18
2024-04-05,0.005484718117738314,0.0002113571196757924,5204.34
2024-04-12,0.006480853698032106,0.00021173342623526104,5123.41
2024-04-19,0.006973841076356115,0.00021210969726248585,4967.23
2024-04-26,0.005115011964549293,0.00021173342623526104,5099.96
2024-05-03,0.005168087265936005,0.0002128621327464053,5127.79
2024-05-10,0.0042056341255484846,0.0002128621327464053,5222.68
2024-05-17,0.004090717746227701,0.00021248593276390615,5303.27
2024-05-24,0.005410342311031803,0.00021474260011022928,5304.72
2024-05-31,0.0046989999468255075,0.00021173342623526104,5277.51
2024-06-07,0.00422694919297409,0.0002113571196757924,5346.99
2024-06-14,0.004171157660128625,0.0002113571196757924,5431.6
2024-06-21,0.004909438264636861,0.00020947505365698227,5464.62
2024-06-28,0.004603208445109166,0.0002113571196757924,5460.48
2024-07-05,0.004128023548890155,0.00021173342623526104,5567.19
2024-07-12,0.004370647008866003,0.0002113571196757924,5615.35
2024-07-19,0.0055988568487280585,0.00021173342623526104,5505.0
2024-07-26,0.006137212485482784,0.00021210969726248585,5459.1
2024-08-02,0.008133639767178073,0.00021399051964765547,5346.56
2024-08-09,0.00695439516847297,0.00021399051964765547,5344.16
2024-08-16,0.0052586890917315525,0.0002136144261815076,5554.25
2024-08-23,0.005046401413352866,0.0002128621327464053,5634.61
2024-08-30,0.0046850480224361,0.00020909853376172016,5648.4
2024-09-06,0.007952196819873985,0.0002042005349363052,5408.42
2024-09-13,0.005833975124606008,0.00019929650834193957,5626.02
2024-09-20,0.005299774313488863,0.00018871344643711652,5702.55
2024-09-27,0.005807976968749919,0.00018984869126059678,5738.17
2024-10-04,0.006275538197546367,0.00019400849074457938,5751.07
2024-10-11,0.005933767469722727,0.00019249633877160832,5815.03
2024-10-18,0.005966842228693703,0.0001906053415035025,5864.67
2024-10-25,0.006974099817766736,0.00018947031225424737,5808.12
2024-11-01,0.008083594789650468,0.00018416923014275,5728.8
2024-11-08,0.04847077601377481,0.0001822742761612428,5995.54
2024-11-15,0.005664796399261752,0.0001822742761612428,5870.62
2024-11-22,0.006271348230589938,0.00018303236589400917,5969.34
2024-11-29,0.004815986257851211,0.00018454811282642147,6032.38
2024-12-06,0.004386481998188488,0.00017734317432438473,6090.27
2024-12-13,0.004566744201121622,0.0001720259237441013,6051.09
2024-12-20,0.006747399922964055,0.0001720259237441013,5930.85
2024-12-27,0.005873514161163335,0.00017240596275103215,5970.84
2019-01-04,0.008340768826392656,9.411762964850467e-05,2531.94
2019-01-11,0.006811376194799071,9.450517207554299e-05,2596.26
2019-01-18,0.006613134239336882,9.411762964850467e-05,2670.71
2019-01-25,0.006575522140551214,9.256708289151483e-05,2664.76
2019-02-01,0.006157537992186687,9.450517207554299e-05,2706.53
2019-02-08,0.006051944672622499,9.52801438660611e-05,2707.88
2019-02-15,0.0060285233928568495,9.52801438660611e-05,2775.6
2019-02-22,0.0055532892582712086,9.52801438660611e-05,2792.67
2019-03-01,0.005633582437549722,9.566757324419584e-05,2803.69
2019-03-08,0.006588905347784686,9.605496495423971e-05,2743.07
2019-03-15,0.005775398600531404,9.644231900329814e-05,2822.48
2019-03-22,0.0069453355022038345,9.760415525894572e-05,2800.71
2019-03-29,0.005992843013389855,9.52801438660611e-05,2834.4
2019-04-05,0.0055353999928669595,9.489267681228597e-05,2892.74
2019-04-12,0.005479796588410201,9.450517207554299e-05,2907.41
2019-04-26,0.005311131900576299,9.489267681228597e-05,2939.88
2019-05-03,0.0054461613751602975,9.489267681228597e-05,2945.64
2019-05-10,0.006579573962055716,9.489267681228597e-05,2881.4
2019-05-17,0.006474786641357662,9.37300495240656e-05,2859.53
2019-05-24,0.0068233331258678595,9.295477615278713e-05,2826.06
2019-05-31,0.00745142068210774,9.217935190308779e-05,2752.06
2019-06-07,0.006746952362094676,9.024013079850235e-05,2873.34
2019-06-14,0.006689838450388259,8.75236346555841e-05,2886.98
2019-06-21,0.006224892134736742,8.480528519427821e-05,2950.46
2019-06-28,0.006917739559205321,8.558214573084477e-05,2941.76
2019-07-05,0.00540305320259407,8.868807407758084e-05,2990.41
2019-07-12,0.014330731353511164,8.480528519427821e-05,3013.77
2019-07-19,0.005814497019431431,8.286247091815468e-05,2976.61
2019-07-26,0.005326604170896895,8.363971031166706e-05,3025.86
2019-08-02,0.006553608615526028,8.286247091815468e-05,2932.05
2019-08-09,0.007036639248421813,8.052984262252316e-05,2918.65
2019-08-16,0.007652934874529978,8.052984262252316e-05,2888.68
2019-08-23,0.008394413207046729,8.130753713309069e-05,2847.11
2019-08-30,0.00720128384357804,8.24737943578846e-05,2926.46
2019-09-06,0.006432526721964429,8.052984262252316e-05,2978.71
2019-09-13,0.005892932695168084,7.81958479070255e-05,3007.39
2019-09-20,0.006274221848426869,7.663909151545134e-05,2992.07
2019-09-27,0.0072035679231683275,7.469229028500557e-05,2961.79
2019-10-04,0.0070527166603468186,6.806604185438658e-05,2952.01
2019-10-11,0.006576233072877154,6.923618085541428e-05,2970.27
2019-10-18,0.006286795876100246,6.884617270408455e-05,2986.2
2019-10-25,0.005637922662778405,6.806604185438658e-05,3022.55
2019-11-01,0.005627165065105568,6.221018650132137e-05,3066.91
2019-11-08,0.00565492746938366,6.142875511461199e-05,3093.08
2019-11-15,0.005569875417887012,6.260084472953231e-05,3120.46
2019-11-22,0.005764599216490294,6.221018650132137e-05,3110.29
2019-11-29,0.005889655165787142,6.377258964507249e-05,3140.98
2019-12-06,0.006233068101182856,5.986543241132125e-05,3145.91
2019-12-13,0.0058976894664892485,6.10379819414586e-05,3168.8
2019-12-20,0.005669718743061096,6.18194899655311e-05,3221.22
2019-12-27,0.005677084733713849,6.142875511461199e-05,3240.02
