,sigma,lam,muj,sigj,env: rf,env: S0
2020-12-18,0.008165142759555648,6.258153334752112e-10,-3.259908583363361e-11,1.000017928922503e-10,3.1733390453148047e-06,3709.41
2021-01-08,0.008164996019568422,6.258178746429569e-10,-3.259903524358557e-11,1.0000179327311732e-10,3.1733390453148047e-06,3824.68
2021-01-15,0.008164881585594398,6.258180591811383e-10,-3.2598926844852554e-11,1.0000179327311728e-10,3.1733390453148047e-06,3768.25
2021-01-22,0.008108097759658888,6.274877879785048e-10,-3.258320436572935e-11,1.000268298190032e-10,2.77680986426887e-06,3841.47
2021-01-29,0.012086611832531773,4.860425499934657e-09,-5.383436082924168e-11,3.1258384318438357e-12,2.77680986426887e-06,3714.24
2021-02-05,0.008317126303636027,2.4357373751221916e-09,5.6627126111792564e-12,5.032481605005217e-11,7.935717540874521e-07,3886.83
2021-02-12,0.00804723382621791,2.435750006243813e-09,5.7942308669906255e-12,1.001711261331164e-10,1.1902983632072761e-06,3934.83
2021-02-19,0.008044364919991456,2.435750006243729e-09,5.8025615162331504e-12,1.0018610211321229e-10,1.1902983632072761e-06,3906.71
2021-02-26,0.0101576376210754,8.254538074595322e-14,9.730571740113741e-12,2.312012848278795e-12,1.5869854708139286e-06,3811.15
2021-03-05,0.00915386604319016,2.213417800158918e-10,7.1621488049865645e-12,4.9999999999999885e-11,1.5869854708139286e-06,3841.94
2021-03-12,0.007876300629438978,1.700493099902391e-10,-7.585808145972983e-11,4.999999999999996e-11,1.1902983632072761e-06,3943.34
2021-03-19,0.007691290050523508,1.7004941678969048e-10,-7.570322507791841e-11,9.999999999999012e-11,3.968056356828953e-07,3913.1
2021-03-26,0.006459887014109804,3.0497594807048974e-11,-1.169602321490315e-11,4.9999999999999944e-11,7.935717540874521e-07,3974.54
2021-04-09,0.006459894193136152,1.000000617652865e-10,-1.1696023503247919e-11,1e-10,7.935717540874521e-07,4128.8
2021-04-16,0.0061898767928382815,1.0000044142279803e-10,-1.1659368396276087e-11,9.999999999999178e-11,7.935717540874521e-07,4185.47
2021-04-23,0.006189879602977677,6.127178951663937e-12,1.5021938498925379e-12,5e-11,3.968056356828953e-07,4180.17
2021-04-30,0.006303184149419185,1.4651485327798049e-09,1.9481347404501405e-09,1.2625921500397937e-09,3.968056356828953e-07,4181.17
2021-05-07,0.006303193037011266,1.4651502284982237e-09,1.948134416794281e-09,1.2625935356964135e-09,3.968056356828953e-07,4232.6
2021-05-14,0.0063017023277463485,1.4651578894302982e-09,1.9480430244849907e-09,1.2625961663536088e-09,3.968056356828953e-07,4173.85
2021-05-21,0.007151846704516907,7.09992495996089e-10,1.8985024513480335e-09,2.0237796109458504e-09,0.0,4155.86
2021-05-28,0.005934247437164434,2.54822237040056e-10,2.7106571293229684e-11,2.592853252972104e-09,3.968056356828953e-07,4204.11
2021-06-04,0.005931186856004304,2.5482229433219165e-10,2.7105983775346572e-11,2.592863792436043e-09,3.968056356828953e-07,4229.89
2021-06-11,0.005852344946138083,2.5556153431663255e-10,2.711151707759436e-11,2.5949531492180225e-09,3.968056356828953e-07,4247.44
2021-06-18,0.006489853550620914,4.1645436162917634e-10,7.455162294201282e-11,5.349914228732689e-11,1.98363308512306e-06,4166.45
2021-06-25,0.004982899124053995,1.5785838361389758e-09,4.212641858209924e-11,1.1432082295161233e-09,1.98363308512306e-06,4280.7
2021-07-02,0.004982884442181706,1.578583836138975e-09,4.212623243751058e-11,1.1432082342981047e-09,1.98363308512306e-06,4352.34
2021-07-09,0.004982679384968418,1.5785839204255615e-09,4.212623848655404e-11,1.1432082879954747e-09,2.3802412136841866e-06,4369.55
2021-07-16,0.004982452400583909,1.5786025407659281e-09,4.2034890334197926e-11,1.1432317294736696e-09,1.98363308512306e-06,4327.16
2021-07-23,0.004984724728520492,3.5618622240976715e-09,4.087437736985808e-09,7.03783327584899e-09,1.98363308512306e-06,4411.79
2021-07-30,0.004984476659240094,3.561876141235346e-09,4.08746278203169e-09,7.037881297090424e-09,1.98363308512306e-06,4395.26
2021-08-06,0.004981797171996105,3.5618790888404156e-09,4.0875240081102466e-09,7.0378812970893285e-09,1.5869854708139286e-06,4436.52
2021-08-13,0.0049814644850226224,3.5618811725201908e-09,4.0875141935811394e-09,7.037881297089215e-09,1.5869854708139286e-06,4468.0
2021-08-20,0.00498133793406378,3.5618856861558415e-09,4.087507920004843e-09,7.0378908417729235e-09,1.5869854708139286e-06,4441.67
2021-08-27,0.004978889342970773,4.53429314994476e-09,-7.580597076755198e-09,1.890719199014011e-09,1.5869854708139286e-06,4509.37
2021-09-03,0.004978874951442046,4.534293150439857e-09,-7.58059691069598e-09,1.8907192944896293e-09,1.5869854708139286e-06,4535.43
2021-09-10,0.0068293372619599845,3.1102791572548416e-10,-7.120562956815226e-10,3.691256348978862e-10,2.3802412136841866e-06,4458.58
2021-09-17,0.00682940050255131,3.110279260862376e-10,-7.12056231261958e-10,3.691256376568179e-10,2.3802412136841866e-06,4432.99
2021-09-24,0.006529461439567964,3.302580334136099e-11,6.43522207147075e-11,1.8456281882833568e-10,2.3802412136841866e-06,4455.48
2021-10-01,0.007729944508237345,1.8319439651392703e-09,-5.900598855793699e-11,5.475853498851437e-10,3.1733390453148047e-06,4357.04
2021-10-08,0.006974192740829641,1.0633327107913626e-09,-1.6450904641523837e-09,2.606553006879672e-09,7.935717540874521e-07,4391.34
2021-10-15,0.0056595559330941455,7.479255681856498e-10,-4.215498622835891e-09,5.660015551582854e-09,1.5869854708139286e-06,4471.37
2021-10-22,0.0056595621097356615,7.7368683344037e-09,-5.705901168136777e-09,6.979123022044336e-09,1.98363308512306e-06,4544.9
2021-10-29,0.005659403122072499,7.736868334538837e-09,-5.70589585104377e-09,6.97912302204426e-09,2.3802412136841866e-06,4605.38
2021-11-05,0.00565545890169614,7.736868334537568e-09,-5.705776743119457e-09,6.979123022041926e-09,1.98363308512306e-06,4697.53
2021-11-12,0.00565546695600121,7.736868398161091e-09,-5.705774833904536e-09,6.979123023400962e-09,1.98363308512306e-06,4682.85
2021-11-19,0.005653907956193808,7.736887506136154e-09,-5.705876112797016e-09,6.979124190001671e-09,4.362689847159373e-06,4697.96
2021-11-26,0.010025447858261906,6.172015354510569e-10,-1.5978384410941083e-11,1.650682315740878e-09,4.362689847159373e-06,4594.62
2021-12-03,0.010789845886867974,3.286837391209085e-10,-3.885307372852353e-11,2.0633528946760804e-10,1.5869854708139286e-06,4538.43
2021-12-10,0.0069778015444241104,1.6636492709278146e-09,1.0503253237463037e-10,1.0578369983037463e-10,1.1902983632072761e-06,4712.02
2021-12-17,0.008728538287628608,5.222862209907387e-12,2.000474031845891e-11,1.7550183269474692e-11,1.1902983632072761e-06,4620.64
2021-12-31,0.006636876538216772,9.989811186898547e-11,2.0048624582417028e-11,9.999999999996794e-11,2.3802412136841866e-06,4766.18
2022-01-07,0.006746808907399721,2.770051283357408e-09,2.4502764113817257e-09,1.499267994733531e-09,1.98363308512306e-06,4677.03
2022-01-14,0.0074276779962691546,3.6172074503886536e-17,-4.9591543114468593e-11,3.4905829677058857e-10,1.98363308512306e-06,4662.85
2022-01-21,0.011452980339345458,2.1473725218676103e-09,-1.844472024371756e-11,4.363284526877762e-11,1.98363308512306e-06,4397.94
2022-01-28,0.010236360216835438,1.116589787657008e-09,3.3467062648166474e-11,2.7090794076554858e-11,1.5869854708139286e-06,4431.85
2022-02-04,0.00894767409220706,7.797842004627267e-10,-6.177695663160569e-11,5.0000022924895234e-11,1.98363308512306e-06,4500.53
2022-02-11,0.011100240379559022,1.3678442001823324e-10,-6.697838798397083e-11,3.1249999999999997e-12,1.1902983632072761e-06,4418.64
2022-02-18,0.011574252949666236,7.885102296207447e-10,2.480814169835389e-11,3.1249999999999997e-12,1.1902983632072761e-06,4348.87
2022-02-25,0.01075302196907842,5.6999498958302995e-09,-6.812006188763742e-11,5.001283312559315e-11,1.1902983632072761e-06,4384.65
2022-03-04,0.01244679871968314,1.2873094748765617e-09,-2.323255061360426e-12,4.635607910041537e-10,5.947938814809817e-06,4328.87
2022-03-11,0.013071771777451396,2.1768436217568827e-10,4.353361656670836e-11,2.897254943775961e-11,6.740326825349641e-06,4204.31
2022-03-18,0.009605369985891487,1.4759168283851824e-10,3.734918617131007e-11,4.9999999999997604e-11,7.532557270595319e-06,4463.12
2022-03-25,0.008218209891575895,6.716529995623093e-11,1.1356795348519188e-11,4.9999999999999957e-11,6.740326825349641e-06,4543.06
2022-04-01,0.0072824556113941265,2.80841183717781e-09,1.7989883221227275e-13,5.0003571634985516e-11,5.947938814809817e-06,4545.86
2022-04-08,0.00824905374833363,8.761044368564738e-10,-3.373755327836553e-10,2.1108121199334757e-09,7.92861342602258e-06,4488.28
2022-04-22,0.011030181489171544,5.325623482190028e-10,-4.807368052939673e-12,1.2060933132323382e-10,1.8212278277252025e-05,4271.78
2022-04-29,0.014131792914850396,4.0190831888318186e-10,-6.97937945756824e-11,3.769041603851057e-12,1.4655551191511407e-05,4131.93
2022-05-06,0.011955384774795042,1.6493078242199529e-09,2.5909704394536897e-11,1.2235116682531485e-11,1.900223106310328e-05,4123.34
2022-05-13,0.01195522947978436,1.6493093828713835e-09,2.5909730435036893e-11,1.0000283562655362e-10,2.6498981064992932e-05,4023.89
2022-05-20,0.012197534686802822,2.8187464163996585e-09,7.960604631888221e-11,3.4913388874204696e-11,2.492188974012599e-05,3901.36
2022-05-27,0.011406804990302962,4.871189139066217e-10,7.179196005289983e-11,5e-11,2.7287292685862496e-05,4158.24
2022-06-03,0.01108560498902841,1.7377408365202818e-09,-3.7870962770553224e-11,5e-11,3.4375087153648565e-05,4108.54
2022-06-10,0.012911857554975512,1.8200026325230644e-10,2.5546449550757473e-11,8.294137887483174e-12,4.341340280400452e-05,3900.86
2022-06-17,0.01311220349588564,1.4420939736798439e-09,6.858599829425999e-12,1.5625000000000003e-12,4.5375543826331466e-05,3674.84
2022-06-24,0.01129107259014101,1.0566907367733512e-09,4.997331269994349e-11,4.9999999999999885e-11,4.6944561201023305e-05,3911.74
2022-07-01,0.011282059818406263,1.056924656291121e-09,4.996884767068535e-11,9.999999999999909e-11,5.008074350687508e-05,3825.33
2022-07-08,0.01087719276798765,6.685743234505682e-10,-5.2270033706361433e-11,2.4999999999999998e-11,6.18194899655311e-05,3899.38
2022-07-15,0.010086270095008171,2.161731617667596e-11,-4.103020324521228e-11,4.9999999999999995e-11,7.780671582890974e-05,3863.16
2022-07-22,0.009429699566990898,3.0416335623412464e-10,3.3328711947354054e-12,4.999999999999997e-11,8.441679811777014e-05,3961.63
2022-07-29,0.008662976501864749,2.5494581864520867e-10,-5.743754291149639e-11,4.9999999999999356e-11,8.713541254601331e-05,4130.29
2022-08-05,0.008611913132386935,2.5497905424966825e-10,-5.740942085355162e-11,9.999999999999765e-11,8.6747152605815e-05,4145.19
2022-08-12,0.007821391734584366,2.549874955448551e-10,-5.720232019177293e-11,9.999999999997141e-11,8.75236346555841e-05,4280.15
2022-08-19,0.00801084638762564,1.280917545918672e-09,-1.5007446272465818e-11,1.5067101536501914e-09,8.75236346555841e-05,4228.48
2022-08-26,0.010352631858029454,1.4622963829299252e-10,1.6283402375096342e-12,1.5129801555047476e-11,9.37300495240656e-05,4057.66
2022-09-02,0.01111903136245398,1.7349901751565126e-09,-7.51625387813266e-12,7.8125e-13,9.760415525894572e-05,3924.26
2022-09-09,0.00957665509161275,4.6516099809887863e-10,-9.91117679115662e-12,1.4171116200358886e-11,0.00010070073002266255,4067.36
2022-09-16,0.009576677789627301,3.8831754079349654e-11,-3.723943164321759e-11,5e-11,0.00010495459470871715,3873.33
2022-09-23,0.012195612263991839,8.929562680369073e-11,-8.755276354101054e-11,5e-11,0.0001045680673463778,3693.23
2022-09-30,0.014242544532751866,7.580997187843978e-10,8.102291906737098e-12,1.5625000000000003e-12,0.00010920392277746771,3585.62
2022-10-07,0.01302689663230664,3.8007582149869176e-10,-1.9212059360844802e-11,4.9999999999991724e-11,0.00011845948390121208,3639.66
2022-10-14,0.013957045111855833,1.9186543352417676e-14,4.304643917597823e-11,6.25e-12,0.0001288463560800146,3583.07
2022-10-21,0.01300519597099577,1.4196422086666688e-09,2.1587634929979928e-11,4.9999999999997385e-11,0.00013843974798288805,3752.75
2022-10-28,0.011978364599832755,6.910191882376316e-10,1.875540792151859e-11,4.9999999999997003e-11,0.00014609786618535736,3901.06
2022-11-04,0.010656056912278595,6.550433521361268e-10,-4.6648984091092105e-11,5e-11,0.00014533271634609157,3770.55
2022-11-11,0.009744445781449704,1.2178749599575377e-09,-9.996943514192502e-11,5.0000000363279865e-11,0.0001445674195510449,3992.93
2022-11-18,0.009517840186160692,1.2178752030798021e-09,-9.985362780346678e-11,1.0000036129685802e-10,0.0001529776110411607,3965.34
2022-11-25,0.008552836500669455,7.214041833432023e-10,1.413356020367703e-10,5.000828558799742e-11,0.0001617511456717402,4026.12
2022-12-02,0.00836025668422972,3.0511377280113514e-09,-1.753813322086012e-11,6.920182154232454e-10,0.0001522137812646207,4071.7
2022-12-09,0.010058169186596673,3.0362105943019906e-10,5.134997893042532e-11,1.3967334972765882e-11,0.0001483924345326848,3934.38
2022-12-16,0.009047981975417785,6.018344088328947e-10,-2.1392415621877365e-11,5e-11,0.00015335947102901315,3852.36
2022-12-23,0.009012955778717377,6.018344242490209e-10,-2.137735059096038e-11,9.999999999999778e-11,0.00014801009822229538,3844.82
2022-12-30,0.009255346712639768,2.769110422863716e-09,-1.8014045469196832e-09,4.603389815216041e-09,0.00016022670055493293,3839.5
2023-01-06,0.009033327560785526,2.3603259124757243e-09,-5.3443144300973004e-11,1.5290573785225553e-09,0.0001678431007052783,3895.08
2023-01-13,0.007148442630331841,1.4598942694364505e-10,-2.4593045972772807e-11,6.27086119408002e-10,0.00017772270657090417,3999.09
2023-01-20,0.007148295653674257,1.4599013076144738e-10,-2.459299202098976e-11,6.270861194080016e-10,0.00018189517720434978,3972.61
2023-01-27,0.007146080080067283,1.4599019687520492e-10,-2.4593332202784064e-11,6.270861194079949e-10,0.00017886108646547605,4070.56
2023-02-03,0.007133722258003981,1.4729757111103823e-11,-9.981595150140194e-11,3.1354305970398734e-10,0.00017886108646547605,4136.48
2023-02-10,0.007133327306711909,1.0000159201864672e-10,-9.981349391790586e-11,3.1354305970398563e-10,0.0001807576638885866,4090.46
2023-02-17,0.007130695546721407,8.390209550134541e-11,-9.547517072858589e-11,3.012107591915072e-10,0.00017999914123811855,4079.09
2023-02-24,0.007473363824183358,1.8747260371951554e-09,1.8039791486678322e-10,4.29618979240575e-11,0.000181516042177865,3970.04
2023-03-03,0.007472639885325824,1.8747261645362896e-09,1.8040015261622146e-10,1.0000350601096305e-10,0.00018416923014275,4045.64
2023-03-10,0.009611244333606682,3.639046162892768e-10,-1.9417239281018016e-11,2.4066204580370323e-11,0.00018644198605977103,3861.59
2023-03-17,0.010283401820105079,4.2328002205685945e-10,9.315234277369941e-12,3.1249999999999997e-12,0.0001674626262520018,3916.64
2023-03-24,0.00913176943652807,1.883382664272261e-10,5.4093521120215174e-11,4.999999999999999e-11,0.00016632098486990543,3970.99
2023-03-31,0.007465685849695878,1.1535892159993447e-10,-5.1318398761081117e-11,4.999999999999689e-11,0.00018379031143078706,4109.31
2023-04-14,0.006291786961025657,1.1743530415851113e-10,-5.130421516752098e-11,1.0001928899278669e-10,0.00016670156834108774,4137.64
2023-04-21,0.006291704082335167,1.1743689534536508e-10,-5.130423372625194e-11,1.0001943201600322e-10,0.00013115087748549747,4133.52
2023-04-28,0.006257866972848069,1.1744626687803053e-10,-5.128483523916349e-11,1.0001943201600067e-10,0.00016898430614076254,4169.48
2023-05-05,0.006073239072679429,2.9652658757759754e-12,-1.0019400732973284e-10,5.0037079223388225e-11,0.00021587045473081545,4136.25
2023-05-12,0.005715568701343634,1.018335424505399e-10,-9.993276516025907e-11,1.0040516446862997e-10,0.00022338133879551414,4124.08
2023-05-19,0.005459659304578038,1.0354998228887337e-10,-9.978818326070468e-11,1.0103215389305407e-10,0.00021699799022467658,4191.98
2023-05-26,0.005459259640567943,1.0356746426126862e-10,-9.978821376777216e-11,1.010351261553855e-10,0.000232001390587655,4205.45
2023-06-02,0.005459267819232518,1.0356755844573139e-10,-9.978820229354706e-11,1.0103517842259882e-10,0.0002042005349363052,4282.37
2023-06-09,0.00520755731795378,3.0835134414177264e-11,1.4908737086937258e-10,5.0517589211294145e-11,0.0002030693720416199,4298.86
2023-06-16,0.005193984280768696,6.515843525084695e-14,-1.44842435391861e-10,1.821328195459647e-12,0.00020042874257408805,4409.59
2023-06-23,0.00490617646429704,1.0125528349997884e-10,-1.44813087584753e-10,9.999999999999074e-11,0.00020005136690737224,4348.33
2023-06-30,0.0045580846110638605,1.0357014603371949e-10,-1.4481386021018173e-10,1.0000008417695412e-10,0.00020269224637736727,4450.38
2023-07-07,0.004546969842832772,2.7140792498997355e-12,1.1267202886233455e-10,6.197962735320977e-12,0.00020570825281929217,4398.95
2023-07-14,0.004546958995378754,1.0000012130859128e-10,1.1267202797825297e-10,1.0000000003621878e-10,0.00020759209831888725,4505.42
2023-07-21,0.0045468269665896325,1.0000018005483315e-10,1.1267200065598252e-10,1.0000000003621874e-10,0.0002098515379793664,4536.34
2023-07-28,0.004541632450878037,5.712068824049823e-09,4.807464333723322e-11,6.853607281078354e-11,0.0002113571196757924,4582.23
2023-08-04,0.004541587386854984,5.712068824049468e-09,4.8050960539349344e-11,9.999999999999547e-11,0.00021399051964765547,4478.03
2023-08-11,0.004541050193369444,5.71206882404928e-09,4.803821054452484e-11,1.000003007667925e-10,0.00021399051964765547,4464.05
2023-08-18,0.004983987293154231,8.811772131404661e-10,-9.442659695202908e-10,4.4620521493166923e-10,0.0002136144261815076,4369.71
2023-08-25,0.004983966426606572,8.811772281565946e-10,-9.442658018524983e-10,4.462052279117289e-10,0.00021474260011022928,4405.71
2023-09-01,0.0047212186322285075,8.811777172677143e-10,-9.408204370114595e-10,4.4621055566774987e-10,0.0002128621327464053,4515.77
2023-09-08,0.004720509271477452,8.811778364099204e-10,-9.408115944965673e-10,4.4621057261421257e-10,0.0002132382972168667,4457.49
2023-09-15,0.0047221775259099884,7.319590704234022e-10,1.8676959730799083e-09,1.6819518079186706e-09,0.0002128621327464053,4450.32
2023-09-22,0.004896123166025159,7.575216310430107e-10,-1.4392603972814945e-09,2.866715293493732e-09,0.0002132382972168667,4320.06
2023-09-29,0.005549036203297182,1.4505264788404665e-09,-9.074106854447748e-11,1.4310405365235677e-10,0.00021436657762152755,4288.05
2023-10-06,0.005548328658460503,1.4506005894214828e-09,-9.076283879128043e-11,1.4311929647359885e-10,0.00021587045473081545,4308.5
2023-10-13,0.00554831643308872,1.4506005920268918e-09,-9.076244426947145e-11,1.4311929996501587e-10,0.00021624633534500504,4327.78
2023-10-20,0.007433886531684457,1.0569976972571365e-10,-2.9351718302184423e-12,2.870669785326444e-12,0.00021474260011022928,4224.16
2023-10-27,0.007462400040133761,2.2904679864039664e-11,-8.388715688568327e-11,5e-11,0.00021511858712019993,4117.37
2023-11-03,0.0056821791887685415,2.1332632848493603e-09,-2.284970152805375e-11,5.0049923176567006e-11,0.0002136144261815076,4358.34
2023-11-10,0.005324713888011327,2.1334416911279186e-09,-2.3068010405114522e-11,1.0047116338585954e-10,0.0002136144261815076,4415.24
2023-11-17,0.004121795500555981,1.1190847420316336e-09,2.2230329510674634e-09,2.4476985262864812e-11,0.0002132382972168667,4514.02
2023-11-24,0.004121775043426648,1.1190847424399996e-09,2.2230327301134146e-09,1.0000005272451956e-10,0.00021436657762152755,4559.34
2023-12-01,0.004121745892607174,1.1190849589703475e-09,2.2230318412079764e-09,1.0000042610271943e-10,0.00021436657762152755,4594.63
2023-12-08,0.004121758321143346,1.1190849590082801e-09,2.2230318586727642e-09,1.0000065104695401e-10,0.00021399051964765547,4604.37
2023-12-15,0.004115022110979565,1.1190982768071138e-09,2.222349073915551e-09,1.0003122958175878e-10,0.00021399051964765547,4719.19
2023-12-22,0.004113615730480332,7.962873267366442e-10,7.889955678716015e-09,1.4305026312971824e-15,0.00021399051964765547,4754.63
2023-12-29,0.004102974927137414,7.962873763101317e-10,7.888983623236094e-09,1.0000070491179335e-10,0.00021624633534500504,4769.83
2024-01-05,0.0041029249774596835,7.962873913036344e-10,7.88897989220383e-09,1.0000072217524348e-10,0.00021399051964765547,4697.24
2024-01-12,0.004100022455208403,6.550904066661663e-09,-2.5722725514674073e-08,7.467198392366134e-09,0.00021436657762152755,4783.83
2024-01-19,0.004099887519363274,6.550904066661638e-09,-2.5722702995611277e-08,7.467198392366048e-09,0.00021399051964765547,4839.81
2024-01-26,0.004098418663852219,6.550916072970375e-09,-2.572246682933795e-08,7.467198392364941e-09,0.00021399051964765547,4890.97
2024-02-02,0.004098494847220842,1.2170921795123756e-09,2.0891843103838043e-08,1.5086571518124267e-09,0.00021210969726248585,4958.61
2024-02-09,0.004098494847220842,1.2170921795123756e-09,2.0891843103838043e-08,1.5086571518124267e-09,0.00021210969726248585,5026.61
2024-02-16,0.004098324297717639,1.2170921831906612e-09,2.0891827866356056e-08,1.5086571692951677e-09,0.00021173342623526104,5005.57
2024-02-23,0.004098400337202404,1.3135762756301803e-10,-1.0631617936140705e-08,1.4535664817344587e-10,0.00021210969726248585,5088.8
2024-03-01,0.004098106278401362,8.820422410632942e-13,6.9897992154022905e-09,2.9728565339500594e-12,0.00021399051964765547,5137.08
