,sigma,theta,nu,env: rf,env: S0
2019-08-02,0.00432696473674606,-0.0018218627505054603,0.028994449588189274,8.286247091815468e-05,2932.05
2019-08-09,0.004326652366464478,-0.0018208930493439893,0.028994100036042275,8.052984262252316e-05,2918.65
2019-08-16,0.004320803889082215,0.009595484363097175,0.015109642859170226,8.052984262252316e-05,2888.68
2019-08-23,0.008260184705269619,0.011755570069018968,0.0019255408730329431,8.130753713309069e-05,2847.11
2019-08-30,0.0077662247166014825,0.011559852383617368,2.350150831271513e-05,8.24737943578846e-05,2926.46
2019-09-06,0.00773871723903208,0.011560552339679939,-0.00023452048591750003,8.052984262252316e-05,2978.71
2019-09-13,0.006117871186010482,-0.0030604687849699144,0.07231318266687158,7.81958479070255e-05,3007.39
2019-09-20,0.006117338858610213,-0.0030568810481457357,0.07231285962040222,7.663909151545134e-05,2992.07
2019-09-27,0.005872037565770832,0.013348139044669848,0.05772563174966487,7.469229028500557e-05,2961.79
2019-10-04,0.0058686019143684215,0.01326548818390844,0.05771318644036965,6.806604185438658e-05,2952.01
2019-10-11,0.005867720031048439,0.013244304147245695,0.05770995842427848,6.923618085541428e-05,2970.27
2019-10-18,0.005867303803631687,0.013173312575219934,0.057699706220372265,6.884617270408455e-05,2986.2
2019-10-25,0.005550498370269178,-0.010106826297957934,0.05255757122502551,6.806604185438658e-05,3022.55
2019-11-01,0.005145257224581108,0.010587593464134158,0.0474918162479175,6.221018650132137e-05,3066.91
2019-11-08,0.005144177178469362,0.010565740101195886,0.04748868367080371,6.142875511461199e-05,3093.08
2019-11-15,0.00514225620346967,0.007501841849205023,0.04704851475664047,6.260084472953231e-05,3120.46
2019-11-22,0.005119828968435525,0.007181784885124515,0.04700931249382586,6.221018650132137e-05,3110.29
2019-11-29,0.0051191572885068235,0.007172390814957976,0.04700815627320032,6.377258964507249e-05,3140.98
2019-12-06,0.0051195843945521565,0.007160561818500303,0.04700666460602107,5.986543241132125e-05,3145.91
2019-12-13,0.005119124972235088,-0.014027631519302357,0.04352016619804611,6.10379819414586e-05,3168.8
2019-12-20,0.005119325093846167,-0.0007785753048068518,0.010971872297417733,6.18194899655311e-05,3221.22
2019-12-27,0.005119000233067544,-0.00077829141303774,0.010970986936072699,6.142875511461199e-05,3240.02
