,sigma,theta,nu,env: rf,env: S0
2019-04-26,0.008351830796269073,-1.770993275062762e-05,0.7722703136692275,9.489267681228597e-05,2939.88
2019-05-03,0.008610412234082623,-8.90708299882083e-05,0.772131688036621,9.489267681228597e-05,2945.64
2019-05-10,0.00818918124662312,-1.752761219753497e-05,0.7721166869230428,9.489267681228597e-05,2881.4
2019-05-17,0.010740491791528955,3.5603274745386636e-05,0.7722253093716559,9.37300495240656e-05,2859.53
2019-05-24,0.008741369126480464,0.00010753867282068378,0.770459949413958,9.295477615278713e-05,2826.06
2019-05-31,0.008399669817460398,-0.00033169510613663254,0.772016164533048,9.217935190308779e-05,2752.06
2019-06-07,0.00837862307598301,-2.6115031416798104e-05,0.7721361418927439,9.024013079850235e-05,2873.34
2019-06-14,0.00839839309820347,8.313285124733961e-06,0.7488306141896519,8.75236346555841e-05,2886.98
2019-06-21,0.010050110015100701,5.960568553405167e-05,0.7491606603605543,8.480528519427821e-05,2950.46
2019-06-28,0.008464217057883461,5.0030232826103266e-05,0.7723018884838426,8.558214573084477e-05,2941.76
2019-07-05,0.00859135294780715,2.647040632138287e-05,0.7722393464660285,8.868807407758084e-05,2990.41
2019-07-12,0.008209602122998942,2.0150904815023455e-05,0.7723276559655188,8.480528519427821e-05,3013.77
2019-07-19,0.008269148277843174,6.265299131728103e-05,0.7721984940265378,8.286247091815468e-05,2976.61
2019-07-26,0.008650464854455073,0.0001929622771446508,0.770595727250599,8.363971031166706e-05,3025.86
2019-08-02,0.008907033834204396,6.517564561869774e-05,0.772028210236024,8.286247091815468e-05,2932.05
2019-08-09,0.008773456630296437,2.6741877768661495e-06,0.7707881059851419,8.052984262252316e-05,2918.65
2019-08-16,0.008800138169822913,-3.238615842058094e-05,0.7715511739592376,8.052984262252316e-05,2888.68
2019-08-23,0.008450130956441827,-0.000518755117106344,0.7657395689936911,8.130753713309069e-05,2847.11
2019-08-30,0.008656587398981995,1.676726458012769e-05,0.7722323832313951,8.24737943578846e-05,2926.46
2019-09-06,0.008055832071325236,1.2683010135566798e-05,0.7722494266226405,8.052984262252316e-05,2978.71
2019-09-13,0.0082033678946886,3.0574337450986915e-05,0.7722744371341892,7.81958479070255e-05,3007.39
2019-09-20,0.011081536677130535,0.00011299414975919034,0.7724396948470036,7.663909151545134e-05,2992.07
2019-09-27,0.008439393421834144,4.937046885668154e-05,0.7722918772756068,7.469229028500557e-05,2961.79
2019-10-04,0.008217471667298455,-2.00655385262445e-05,0.7722152081621392,6.806604185438658e-05,2952.01
2019-10-11,0.008480415859230516,3.072783633163037e-05,0.7722311169292456,6.923618085541428e-05,2970.27
2019-10-18,0.008193285493894318,0.0005772443027947925,0.7728018190442811,6.884617270408455e-05,2986.2
2019-10-25,0.009619996604124206,-1.1195904017619073e-05,0.7724081392641794,6.806604185438658e-05,3022.55
2019-11-01,0.007491743833376928,-2.8368070847740862e-05,0.7722610906907863,6.221018650132137e-05,3066.91
2019-11-08,0.007230330001572544,2.62427958442334e-05,0.7722273121754898,6.142875511461199e-05,3093.08
2019-11-15,0.009216383955379773,-1.4834226506299928e-05,0.7725125015807877,6.260084472953231e-05,3120.46
2019-11-22,0.007749101762219124,3.4749273096741234e-05,0.7500730573029323,6.221018650132137e-05,3110.29
2019-11-29,0.008382748010500568,1.9654326346896096e-06,0.7722602050596851,6.377258964507249e-05,3140.98
2019-12-06,0.010731913360652332,-3.098194317046429e-05,0.7724687593683721,5.986543241132125e-05,3145.91
2019-12-13,0.007580469644735655,-9.404852766565623e-06,0.7723259104674326,6.10379819414586e-05,3168.8
2019-12-20,0.01238502294005615,-0.00010223988643485196,0.7724579854805123,6.18194899655311e-05,3221.22
2019-12-27,0.010657871333752234,-3.062187648458011e-05,0.7505280331882583,6.142875511461199e-05,3240.02
