,mu,omega,alpha[1],beta[1]
2019-06-21,0.07370603201223577,0.04350979698761177,0.1995470211282115,0.7457561841861321
2019-06-24,0.07362491192944205,0.0436128377726605,0.19973689349668508,0.7452990936071152
2019-06-25,0.07269231307426366,0.04373961423719258,0.1994845784204292,0.7456038957430043
2019-06-26,0.07362691757227119,0.043668426286210094,0.1995111248495931,0.7456788238660238
2019-06-27,0.07312985704003847,0.04371630154967591,0.1992550603989276,0.7457146286260452
2019-06-28,0.07370266381773789,0.04377607028486122,0.19929797169069585,0.745548073269544
2019-07-01,0.07403679260378034,0.04382877263339321,0.19933275062087008,0.7454899940799848
2019-07-02,0.0743822758640156,0.04379819591968391,0.19920658876959227,0.7454951310124315
2019-07-03,0.07426662189618571,0.043858352601131266,0.19932858031426498,0.7454123165206961
2019-07-05,0.07433014620245781,0.04377783824256452,0.19908723726966956,0.7455888112978943
2019-07-08,0.07348695880177832,0.04377682190342661,0.19891424584008363,0.7457125874797139
2019-07-09,0.07399609687083741,0.043693058620860245,0.1989320405504818,0.745695240536804
2019-07-10,0.07511351177697179,0.043780854424473804,0.19970104761120883,0.7449608986338379
2019-07-11,0.07510416014351393,0.04364338931977858,0.19969364754989677,0.7450804945669269
2019-07-12,0.07604878876699575,0.04355164087912322,0.20000227442386306,0.7449599853434538
2019-07-15,0.07626733141572267,0.043262920698672,0.2001476250674738,0.7451841438926177
2019-07-16,0.07570222394734746,0.043133056539270964,0.2001566972036685,0.7453191897046173
2019-07-17,0.07507588074353518,0.04317076769676643,0.20007215782007576,0.7453766095062307
2019-07-18,0.0752768886751178,0.042977994901237423,0.20010556099915128,0.7455106564200686
2019-07-19,0.07573234177806532,0.043665730242858025,0.20148487772054197,0.7434130864739737
2019-07-22,0.07508464317265871,0.04406551842139847,0.20220112787730385,0.7421061098654046
2019-07-23,0.07584330885121827,0.0437560785580452,0.2018058164608539,0.7429561739886983
2019-07-24,0.07595670454080963,0.04342356405773562,0.20126959425965876,0.7438202514867114
2019-07-25,0.07545111313727697,0.04293380792972375,0.20085141944963564,0.7449087352059127
2019-07-26,0.07617535549564373,0.04257340004100073,0.2014630226542964,0.7449793077153773
2019-07-29,0.07611709869425598,0.04236197191865974,0.20115149120922154,0.7452795256345233
2019-07-30,0.07620610656634982,0.04226351799545079,0.20301214929055209,0.7437477727547565
2019-07-31,0.07524725633366507,0.04264451521672346,0.20385226695069442,0.7427050307066972
2019-08-01,0.07543828759312135,0.0431380325547078,0.2075629052031226,0.7390027924506474
2019-08-02,0.07636089637578673,0.042500629019515755,0.2066235000478773,0.7413478127447192
2019-08-05,0.07898341235380409,0.04366313870845153,0.21888430501094622,0.7328252889305696
2019-08-06,0.07854462743815957,0.043554228582066375,0.21775097642975283,0.7337415246902288
2019-08-07,0.07960590925198219,0.04333320773163422,0.21619618672432464,0.7352173393122443
2019-08-08,0.08002461565715444,0.04339349785821474,0.21764198502706814,0.7342283462221579
2019-08-09,0.08046505093519399,0.04333098486599435,0.21672395286912288,0.7348465000670626
2019-08-12,0.07944687516417251,0.04299080498173051,0.21609838323424507,0.7361769027433513
2019-08-13,0.07936277033247363,0.043098691776419736,0.21644567588742536,0.7358129283550618
2019-08-14,0.07917009341126365,0.042917627684545614,0.21980751189814746,0.7347988022791005
2019-08-15,0.07833369561630028,0.042853753650849785,0.21817277466630167,0.7359695762446543
2019-08-16,0.07793154857651292,0.04298622451077302,0.21809006902441552,0.7357777094616962
2019-08-19,0.07792600324465132,0.043262251647258596,0.2184130696898847,0.7349636501756336
2019-08-20,0.07688270210562319,0.04313316571336479,0.21785424475834372,0.7356410652975788
2019-08-21,0.07627144600786182,0.043380959412222704,0.21761694786640898,0.7353105861004776
2019-08-22,0.07590519065661117,0.04384530362390879,0.21752631621753218,0.7343467679339486
2019-08-23,0.07447398691448193,0.042477451618109424,0.2147480652488852,0.7403517226931402
2019-08-26,0.07483356007514771,0.04266451418661441,0.21419381068144125,0.7403656171119389
2019-08-27,0.07407450020017652,0.04284569421024511,0.21325569633182673,0.740607574868621
2019-08-28,0.07409784674095829,0.04310670039867137,0.21262893479177,0.7404590851436484
2019-08-29,0.07451266698749524,0.04320421487825068,0.2124183957160079,0.7405054142174636
2019-08-30,0.0748306137572783,0.043431635978873395,0.2120596566737305,0.7401805204350892
2019-09-03,0.07439359357130117,0.04356920531946733,0.21180793330447203,0.7400627207291914
2019-09-04,0.07496781022281176,0.04357738717292018,0.21172532628298413,0.7401577898384532
2019-09-05,0.07558872514222896,0.04351373761928086,0.21179815207619904,0.7403692433928598
2019-09-06,0.07594463535408413,0.04363512773948481,0.2115260015491015,0.7401427399673733
2019-09-09,0.07581713330776625,0.04380254740189388,0.2115619830986633,0.7396216816785061
2019-09-10,0.07630401969550447,0.04400438297455713,0.212074993696362,0.7386836581779908
2019-09-11,0.07728312457643903,0.044036728949416286,0.21260026841011578,0.7382885601861853
2019-09-12,0.07743867226402314,0.0441053766220707,0.21269240351712002,0.7379033042780601
2019-09-13,0.07760402391412057,0.04415493642119126,0.21292943481436316,0.7374202310304666
2019-09-16,0.07776964548038284,0.04417545048991483,0.21330436342810374,0.7370252851524756
2019-09-17,0.07807155299909722,0.044095114276666604,0.21335783377322387,0.7368983805180942
2019-09-18,0.07789189148617713,0.0440713536727723,0.21381965927161528,0.7364151417242494
2019-09-19,0.07803611050875377,0.04394315314495792,0.21409005577079682,0.7361703721762584
2019-09-20,0.07724155026212653,0.043873335411990746,0.21319506555905365,0.7368881974718289
2019-09-23,0.07729250632775052,0.043766988121683364,0.21326053497972478,0.7367319325008571
2019-09-24,0.07652030797295675,0.04399411190344323,0.21196465587968769,0.7375371143408672
2019-09-25,0.07711345127043792,0.04398845356018387,0.21197688025253353,0.7373706881012764
2019-09-26,0.07680062520583344,0.043958469455584674,0.2116644934959333,0.7374119601144407
2019-09-27,0.07676051867469223,0.044058549683152,0.2123586757133049,0.7369169639721601
2019-09-30,0.07683551531059937,0.04397821970806177,0.2120582080011832,0.7371179556893963
2019-10-01,0.07612276573558259,0.04435531316020157,0.2126384124355709,0.7364847151921126
2019-10-02,0.07639610369289053,0.04496782004951961,0.21705495951979975,0.732827047282553
2019-10-03,0.07674255323122521,0.044930584805727085,0.2164809210263214,0.7332419893819765
2019-10-04,0.0772857352518182,0.04499806519354587,0.21709224500331223,0.7326141005426327
2019-10-07,0.07691192476076417,0.044981451931928394,0.2159599586930312,0.7331992509498232
2019-10-08,0.07665732553620404,0.045118024149406744,0.2172824099311047,0.7321650423309883
2019-10-09,0.0770195257423372,0.04503884109450611,0.21653862256782508,0.7327429442123369
2019-10-10,0.07649138092429948,0.044898448140480475,0.21489733906666014,0.7340109545291232
2019-10-11,0.07734850806567244,0.04475926095679857,0.21545949943441806,0.7341481721054691
2019-10-14,0.07749828598526944,0.04474644379663354,0.21442874397148723,0.7346785792204779
2019-10-15,0.07887467079792208,0.04483726791032481,0.2156449079655533,0.7339412490688062
2019-10-16,0.07878372427374775,0.04490878931973181,0.21548501806034018,0.7335953546576829
2019-10-17,0.07928347642745974,0.04502756504081843,0.21555916121980415,0.7330850420707496
2019-10-18,0.07894185719477094,0.045239952149398154,0.21626423212270945,0.7319066076556493
2019-10-21,0.0790725712931556,0.045152622175332856,0.21574263753921732,0.7324187594407576
2019-10-22,0.07873731046545052,0.04517890647556627,0.21535031055665824,0.732407477663483
2019-10-23,0.0783500011047188,0.04468250149383924,0.2144452884924005,0.7341191003404549
2019-10-24,0.07912600347488473,0.044674391224701314,0.21474940429416467,0.7337226824299596
2019-10-25,0.07905837723054977,0.04450242262230954,0.21449287294203606,0.7342625955976797
2019-10-28,0.07920573619509225,0.044490025861938426,0.21457943326900467,0.7341891546525922
2019-10-29,0.07922720259961831,0.04460325573003872,0.215815006056159,0.7328830295105833
2019-10-30,0.07894787823201156,0.04420668802897473,0.21525281486420214,0.7340794161581154
2019-10-31,0.07863668523532936,0.04432716580332439,0.216041988836558,0.7332062928738579
2019-11-01,0.07906433557907555,0.04454958181951389,0.2156257900740132,0.7334207760092418
2019-11-04,0.07820581862366145,0.04374439399018051,0.21453884630798023,0.7358228391985195
2019-11-05,0.07822239520738174,0.043950659992101904,0.21455435054803873,0.7353477710284659
2019-11-06,0.07876347447153334,0.04405380055141968,0.2148838440384626,0.734850719483747
2019-11-07,0.07831133804457267,0.04407429715612238,0.21510498483449075,0.7346565666678188
2019-11-08,0.0781298359305391,0.04421516161471864,0.2152928492352539,0.734226376190446
2019-11-11,0.07783497431507536,0.044410754248979736,0.21526716750425318,0.7338618656630579
2019-11-12,0.07761510539644091,0.04447130604436613,0.21534434304387579,0.7336449244594592
2019-11-13,0.07765234467899806,0.04450177713528529,0.21551379217058664,0.7334000723606748
2019-11-14,0.07784552406936991,0.0444686057386399,0.21584207865932414,0.7331642370862103
2019-11-15,0.07861490364259964,0.04493224914886204,0.21491298263961267,0.7332167144712746
2019-11-18,0.07865360220885345,0.0448004303351742,0.21429566016792032,0.7338082475492705
2019-11-19,0.07848920589494128,0.044653355270849376,0.21386157437205466,0.7343033418723645
2019-11-20,0.07743244845533813,0.04462879724509104,0.21338723141454555,0.734746567403627
2019-11-21,0.0772167892344433,0.044401147791669676,0.21272436422632693,0.7355641786867974
2019-11-22,0.07716333810890778,0.04409081714479007,0.21210946311335907,0.7364664873770602
2019-11-25,0.07774605334892004,0.04417235339550688,0.21161926997190955,0.7368340230893287
2019-11-26,0.07793401726772797,0.04376114729315034,0.21051622052564814,0.7382323652893474
2019-11-27,0.07859688240102065,0.04340641600240959,0.20982170879233952,0.7392696598135928
2019-11-29,0.07805276991379556,0.04313742682023926,0.20892720115567454,0.7403273043829168
2019-12-02,0.07714414525922872,0.04332306607317067,0.20853234839830412,0.7404996564817511
2019-12-03,0.07695850996875338,0.04326389167207742,0.20841965071405413,0.740695560466414
2019-12-04,0.07709877862374054,0.04302143034202777,0.20769658154988013,0.7415042329163957
2019-12-05,0.07710819529785753,0.04273976519660366,0.20677039366318617,0.7423659437056143
2019-12-06,0.0780101014243767,0.0427770886470289,0.2072597331993464,0.7418915063558212
2019-12-09,0.07793877640520995,0.04276881373508974,0.20710644671089207,0.741710349966349
2019-12-10,0.07798006190453376,0.042751953381806596,0.20681980883927134,0.7416518721516335
2019-12-11,0.0783316538292853,0.04286581640098601,0.2073346658769241,0.74073571606305
2019-12-12,0.07937132643920033,0.04289781410865713,0.20745537263611644,0.7408277212195606
2019-12-13,0.07947022393894507,0.04293202695042742,0.20742276099121718,0.7404468756906004
2019-12-16,0.0806203124652873,0.04297351994059612,0.20800979823850096,0.7400812184844024
2019-12-17,0.08073968318669154,0.042924683017656506,0.20767561608240726,0.7400929357125069
2019-12-18,0.0808327584906947,0.042906423859253515,0.20761109182374793,0.7398775249693835
2019-12-19,0.08106092139069791,0.04280361210807074,0.20707929219091675,0.7404510495921269
2019-12-20,0.08108148272011609,0.0437917260437756,0.21239121229572477,0.7351998479509821
2019-12-23,0.08100235629973954,0.04338333384643989,0.2112911894456748,0.7365883655412163
2019-12-24,0.08092141548734935,0.04293061707401435,0.2102951435264958,0.7379450058133973
2019-12-26,0.08150736136600285,0.042569381101800516,0.20935691836307788,0.7391524967054336
2019-12-27,0.08172657858754263,0.04218237592147504,0.2087689930259288,0.7400065916709941
2019-12-30,0.08067044988825262,0.0422365015351241,0.20790009856629732,0.7404861049087006
2019-12-31,0.08095978713482786,0.04209541652563094,0.20773893872210383,0.7405464006155988
2020-01-02,0.0819437464784456,0.042352142572888364,0.20824278916838498,0.739698593780647
2020-01-03,0.081305784477483,0.04246428154553279,0.2080060709813386,0.7396838877462691
2020-01-06,0.0816899256010934,0.04259102363754723,0.20862832204433288,0.7386899729585104
2020-01-07,0.08211944449357608,0.042492703836404105,0.20905066349926774,0.7386657612520193
2020-01-08,0.08268094877551355,0.04243041036678626,0.20889444238445787,0.73875321172179
2020-01-09,0.08294797714496405,0.04241993062487066,0.2087029308689961,0.7388643566190586
2020-01-10,0.08189529783574588,0.04242902180900855,0.2091774236113957,0.7386125500026343
2020-01-13,0.08281009207214445,0.04244066989275318,0.2094637377485151,0.7384076724409908
2020-01-14,0.08308489284809951,0.0423496414169039,0.209276435662394,0.7385783716896803
2020-01-15,0.0833605378518918,0.04223129697847223,0.20909039832449666,0.7386633663264399
2020-01-16,0.08420906092596607,0.042324162384933056,0.2090536002173551,0.7385858576685448
2020-01-17,0.08489993559187374,0.04222046936053993,0.20876620970482723,0.7388399037271611
2020-01-21,0.08430926235996841,0.0421825152646548,0.2084359824437624,0.7391212297159471
2020-01-22,0.0843410058553453,0.0421331105152013,0.20881651864102913,0.7386286503441375
2020-01-23,0.08441863724031208,0.04213211419220574,0.2094124774148086,0.7379047007448
2020-01-24,0.08209618237924787,0.04245666377678306,0.20767470462137216,0.7391179573101515
2020-01-27,0.08202829486223537,0.04336656533259548,0.21164630848150848,0.7353365168243213
2020-01-28,0.0824808329614241,0.04351042464588252,0.21227631959107016,0.7344395214569027
2020-01-29,0.08263028161434635,0.04326123814977865,0.21070997017845558,0.735914073823791
2020-01-30,0.0832311529248834,0.04309034693267264,0.20999822530319665,0.7366894918287109
2020-01-31,0.08223790127152691,0.043002441855965585,0.21104363849165675,0.7370363720776582
2020-02-03,0.08323982908528811,0.04269784649843046,0.20977988036424877,0.7385071228711323
2020-02-04,0.08343247528802407,0.04248506200395343,0.20966304298279087,0.739256355105755
2020-02-05,0.08302629752407005,0.04222460456126093,0.20899628602492137,0.7404231216808522
2020-02-06,0.08338486740055552,0.042252805204313314,0.2084725977175888,0.7405426114496877
2020-02-07,0.08253602451501882,0.04219725807119284,0.2078565670651943,0.741088583690661
2020-02-10,0.08304729161250063,0.04229688116903261,0.2081392781897635,0.7405930110543917
2020-02-11,0.08347413534540336,0.04244839169875796,0.20837295684691895,0.7399337675064497
2020-02-12,0.08314908548893366,0.04232422142101988,0.20819941339433018,0.7403511012976154
2020-02-13,0.0830288267965845,0.04260927457158279,0.20890830007697941,0.7391303797522009
2020-02-14,0.08236257671160374,0.04267220244612905,0.20981382172357785,0.7383466526839697
2020-02-18,0.08166857121867442,0.04285139553274172,0.20990822995293434,0.7378849413987639
2020-02-19,0.0818785788422775,0.04297316702570518,0.20994726445677114,0.7375605517943435
2020-02-20,0.08154000939438477,0.043011892573164054,0.20962003031108853,0.737695922488389
2020-02-21,0.08050627961265136,0.04292835921368296,0.20777061351642329,0.7397479499057144
2020-02-24,0.08221076214213065,0.04498026923556656,0.22379174324036652,0.7283814940241554
2020-02-25,0.08258263044859103,0.04520752546462903,0.22712097377217247,0.7260606770957205
2020-02-26,0.08217900441579026,0.04482683547478849,0.22428608731465463,0.7285416720580071
2020-02-27,0.08308976474854675,0.044692539996424085,0.2302447704385387,0.7257067637322828
2020-02-28,0.08302144348944637,0.04437719594489288,0.22812601206130373,0.7274976045119661
2020-03-02,0.08398705297322716,0.04420533856150785,0.2310439916339169,0.7262460724946078
2020-03-03,0.08382079006168607,0.044140831247371996,0.23092669686215803,0.7263343274491431
2020-03-04,0.08434943977673785,0.044110084886639755,0.2323754316322685,0.7254703893394663
2020-03-05,0.08451200371254845,0.04416832641277545,0.23315686399736235,0.7247222726343557
2020-03-06,0.08468219202803505,0.044379961333617546,0.23348949243357378,0.7237595215346563
2020-03-09,0.08517940811398288,0.04341859792220755,0.23724879634336027,0.7246696599049524
2020-03-10,0.08558916976381271,0.04364744960949814,0.23884244945520883,0.7229991518483043
2020-03-11,0.08686251276489844,0.04362189933367601,0.24000977534783027,0.7225692550227282
2020-03-12,0.08717026275304204,0.043606486808070284,0.2449312517374099,0.7199836490172581
2020-03-13,0.08699153897417108,0.04366794483798446,0.24642336498841094,0.7191533657567933
2020-03-16,0.0874560423273379,0.04374911264905989,0.24992864803005727,0.7170889775351194
2020-03-17,0.08689326411190924,0.04375243417395324,0.24913541576930198,0.717661910580426
2020-03-18,0.086869999017957,0.043782520516133794,0.2487229487127146,0.7176857274555684
2020-03-19,0.08610553849517763,0.04398842701162485,0.24824172433188121,0.7175437481512386
2020-03-20,0.08629525690006813,0.04408025571336822,0.24812762004997646,0.7172854836616368
2020-03-23,0.08576505400606955,0.04431669099382976,0.24790125893228315,0.7168461243074686
2020-03-24,0.08614034914737169,0.04361516284474355,0.24795310460751804,0.7185502946334724
2020-03-25,0.08615345804754926,0.0436818510007246,0.2468213046885773,0.7188538357908505
2020-03-26,0.08762651750259229,0.04343860665327135,0.24636753317358323,0.719966755625382
2020-03-27,0.08770115761406938,0.04354736071685595,0.24667550099323104,0.7193609774711216
2020-03-30,0.08764833604726692,0.04378183722278005,0.24755376169755436,0.718120548821026
2020-03-31,0.08623118057216192,0.043826413606258253,0.24663324792918545,0.7185801398531353
2020-04-01,0.08734121006634589,0.04356163291741146,0.24700044247200306,0.7190993907240464
2020-04-02,0.08797166908939684,0.04380076697535028,0.24730352508849446,0.7183415603098647
2020-04-03,0.08752281920752346,0.04412368203972288,0.2474343068713092,0.7174832733729449
2020-04-06,0.08698313587918347,0.04277879938813371,0.2453503999055417,0.7224862957064697
2020-04-07,0.08721690219502563,0.042868706317020444,0.2444781948034777,0.722719836800606
2020-04-08,0.08707894054217814,0.04287277562932549,0.24425587454591563,0.7228228464187035
2020-04-09,0.08681947463519352,0.043022078256526354,0.24396342046093364,0.7225494504887655
2020-04-13,0.08652385154848873,0.04325535482463507,0.244072229496949,0.7218314521086957
2020-04-14,0.08708096049755443,0.04317166870256754,0.24417114609223287,0.7219852701272109
2020-04-15,0.08716134955261656,0.04318336463603179,0.2447358894989827,0.7214463768608206
2020-04-16,0.08711325974856494,0.043448262381501616,0.24518342690298398,0.7203655219207731
2020-04-17,0.0875830355061983,0.04339373779347037,0.24608933646517558,0.7198821176958649
2020-04-20,0.08888184080197217,0.04344604134921864,0.2470126667213727,0.7192443579173031
