,sigma_last
2019-01-04,1.799583486108801
2019-01-07,2.153482781398639
2019-01-08,1.8945643284684968
2019-01-09,1.6978975310243873
2019-01-10,1.4880858815236393
2019-01-11,1.309313551140915
2019-01-14,1.145668101881728
2019-01-15,1.0409212974182287
2019-01-16,1.0191923100290798
2019-01-17,0.9046382867682445
2019-01-18,0.8684748760079474
2019-01-22,0.9572480324465783
2019-01-23,1.0810248267049183
2019-01-24,0.9560747931903452
2019-01-25,0.849907255098387
2019-01-28,0.8367986627170103
2019-01-29,0.8424573389944592
2019-01-30,0.7630362831280318
2019-01-31,0.9535322611715407
2019-02-01,0.9165854334689778
2019-02-04,0.8165853442837644
2019-02-05,0.7822562946607386
2019-02-06,0.7273952794065087
2019-02-07,0.6745899143242946
2019-02-08,0.7649225668775718
2019-02-11,0.6922446098083787
2019-02-12,0.6337265668223562
2019-02-13,0.7936021999814097
2019-02-14,0.7234826118873634
2019-02-15,0.6757409635371691
2019-02-19,0.7640618761620239
2019-02-20,0.6927074857868953
2019-02-21,0.6348567684233064
2019-02-22,0.615819849398225
2019-02-25,0.6233703701886754
2019-02-26,0.5771863643913582
2019-02-27,0.5433755252502384
2019-02-28,0.5153179071851194
2019-03-01,0.5150570966583412
2019-03-04,0.5608212179159372
2019-03-05,0.5642266655935321
2019-03-06,0.5359680330458995
2019-03-07,0.6002618070870508
2019-03-08,0.6816253031401676
2019-03-11,0.6386104942969176
2019-03-12,0.8521746962236818
2019-03-13,0.770566946590572
2019-03-14,0.7491940969935004
2019-03-15,0.6823236935831883
2019-03-18,0.6515358975284289
2019-03-19,0.6131478750769944
2019-03-20,0.5690251876386485
2019-03-21,0.557885200423028
2019-03-22,0.6935063434301179
2019-03-25,1.0929649518364013
2019-03-26,0.9669545934034239
2019-03-27,0.9057039266009598
2019-03-28,0.843113187971659
2019-03-29,0.7668448616388175
2019-04-01,0.7433737272229265
2019-04-02,0.827615256701613
2019-04-03,0.7438765309758522
2019-04-04,0.676491230964573
2019-04-05,0.6208511919114692
2019-04-08,0.599001701847311
2019-04-09,0.5572006664897182
2019-04-10,0.6049761721607806
2019-04-11,0.574020127946153
2019-04-12,0.5378868997509306
2019-04-15,0.5696034191577104
2019-04-16,0.5364505849450865
2019-04-17,0.5066718279662115
2019-04-18,0.5012132333457118
2019-04-22,0.47966396646414183
2019-04-23,0.46350268496767916
