,sigma_last
2019-01-03,1.740930868507427
2019-01-04,1.9779282234247744
2019-01-07,2.322891545613447
2019-01-08,2.0555330458738355
2019-01-09,1.8494728721818
2019-01-10,1.6318843140363006
2019-01-11,1.4434434881757325
2019-01-14,1.2712987506138695
2019-01-15,1.1679059886243086
2019-01-16,1.1373533985701416
2019-01-17,1.0215503975023066
2019-01-18,1.002149584792153
2019-01-22,1.0881246985876158
2019-01-23,1.1738181795378457
2019-01-24,1.0705025506072487
2019-01-25,0.984153658136337
2019-01-28,0.962089124973178
2019-01-29,0.9433625084201926
2019-01-30,0.8857340635852644
2019-01-31,1.0024531609294525
2019-02-01,0.9700606362487915
2019-02-04,0.8892470624917992
2019-02-05,0.8570134766138198
2019-02-06,0.8235338979702285
2019-02-07,0.7861038599584153
2019-02-08,0.8228610132619393
2019-02-11,0.7721074909146466
2019-02-12,0.7309714446831006
2019-02-13,0.8337712893694245
2019-02-14,0.7824523600288933
2019-02-15,0.7481706803821524
2019-02-19,0.8057811326700669
2019-02-20,0.7524473786244747
2019-02-21,0.7078756317730075
2019-02-22,0.6880677927463428
2019-02-25,0.6846515005319357
2019-02-26,0.6481578095554863
2019-02-27,0.618224587879272
2019-02-28,0.5918191483930925
2019-03-01,0.5861901250502207
2019-03-04,0.6122267156841973
2019-03-05,0.6118830988390274
2019-03-06,0.591889656487363
2019-03-07,0.6370725148129504
2019-03-08,0.6946724205138408
2019-03-11,0.6734842157891877
2019-03-12,0.8359498527848318
2019-03-13,0.7779400603629676
2019-03-14,0.7615862719994747
2019-03-15,0.7135888905612847
2019-03-18,0.6871754225400468
2019-03-19,0.6543552550457388
2019-03-20,0.6201831269571437
2019-03-21,0.6101477277307261
2019-03-22,0.7159522429466579
2019-03-25,1.033236884473551
2019-03-26,0.9414583511374016
2019-03-27,0.9007142450052477
2019-03-28,0.8583266706413936
2019-03-29,0.8037828032232385
2019-04-01,0.7841204593276802
2019-04-02,0.8382326870626681
2019-04-03,0.781210785255593
2019-04-04,0.7332637554950988
2019-04-05,0.688562384674378
2019-04-08,0.6666736728272029
2019-04-09,0.6329201900831851
2019-04-10,0.6598696819929021
2019-04-11,0.6316464044402998
2019-04-12,0.6028872006205571
2019-04-15,0.6145307615520597
2019-04-16,0.5876790190816119
2019-04-17,0.5641281637524873
2019-04-18,0.5518855677422722
2019-04-22,0.5281823572606119
2019-04-23,0.5190956092978579
2019-04-24,0.5885215430512781
2019-04-25,0.5735443701488873
2019-04-26,0.5490452929297569
2019-04-29,0.5468720034290517
2019-04-30,0.5206620291270451
2019-05-01,0.5123179125583391
2019-05-02,0.600927744695471
2019-05-03,0.5887843776709649
2019-05-06,0.6564940716999145
2019-05-07,0.6710824673083144
2019-05-08,0.9531305106548001
2019-05-09,0.8744492644442453
2019-05-10,0.8154245723044554
2019-05-13,0.7802660796515116
2019-05-14,1.2647904694418182
2019-05-15,1.1756689147767168
2019-05-16,1.091734785589384
2019-05-17,1.0434602240338533
2019-05-20,0.9893857273696863
2019-05-21,0.9573952514141424
2019-05-22,0.9290184160113694
2019-05-23,0.8697217809902605
2019-05-24,0.9509964032525339
2019-05-28,0.8740215912006503
2019-05-29,0.8863324478805794
2019-05-30,0.877336974540666
2019-05-31,0.8165685629652066
2019-06-03,0.9405243382098118
2019-06-04,0.8953672213134548
2019-06-05,1.155793706363901
2019-06-06,1.0947835791632046
2019-06-07,1.0307280643513144
2019-06-10,1.0197550168799296
2019-06-11,0.9507607752998488
2019-06-12,0.8795129142256713
2019-06-13,0.8227560272234586
2019-06-14,0.7752599291058335
2019-06-17,0.7288073146461261
2019-06-18,0.6880522672679694
2019-06-19,0.7349523339624567
2019-06-20,0.6945349561266498
2019-06-21,0.7347939428966164
2019-06-24,0.693477870309737
2019-06-25,0.6649317565023812
2019-06-26,0.7568492817170905
2019-06-27,0.7123841199986294
2019-06-28,0.6785124738338918
2019-07-01,0.6678462976687576
2019-07-02,0.6830784764503808
2019-07-03,0.6466077093415603
2019-07-05,0.6650047393559997
2019-07-08,0.6416660262150399
2019-07-09,0.6540873336588532
2019-07-10,0.6195391718669654
2019-07-11,0.6040041497479531
2019-07-12,0.5724447848707629
2019-07-15,0.5664125251868166
2019-07-16,0.5468711326845049
2019-07-17,0.5637091220319835
2019-07-18,0.623261165873911
2019-07-19,0.6045109833225402
2019-07-22,0.6454632326437972
2019-07-23,0.6171762967889146
2019-07-24,0.6324763160016967
2019-07-25,0.6201892607032884
2019-07-26,0.6428402093781878
2019-07-29,0.6616970831001852
2019-07-30,0.6323475714886757
2019-07-31,0.6238472091971533
2019-08-01,0.7666728498479366
2019-08-02,0.8217985262172353
2019-08-05,0.8852994689318237
2019-08-06,1.6165305774507344
2019-08-07,1.5100121351253675
2019-08-08,1.3578260827220785
2019-08-09,1.439318889952693
2019-08-12,1.3306009375036578
2019-08-13,1.33855271895615
2019-08-14,1.3828069771447566
2019-08-15,1.8576786722499679
2019-08-16,1.6607041144934926
2019-08-19,1.589631627517342
2019-08-20,1.4899874977120722
2019-08-21,1.3803986596660984
2019-08-22,1.2680240761755996
2019-08-23,1.1691364725292035
2019-08-26,1.587406574265551
2019-08-27,1.4768137456882884
2019-08-28,1.3336778458042564
2019-08-29,1.2269958822708897
2019-08-30,1.215168611451298
2019-09-03,1.0993848682689502
2019-09-04,1.0523152781679077
2019-09-05,1.0507718599567262
2019-09-06,1.084315411832809
2019-09-09,0.9853913518867891
2019-09-10,0.9017666921081249
2019-09-11,0.8335032552905232
2019-09-12,0.8198000578180085
2019-09-13,0.7678974989078948
2019-09-16,0.727076995313872
2019-09-17,0.7091093455759443
2019-09-18,0.6741273850708449
2019-09-19,0.6443952872432543
2019-09-20,0.628202835826269
2019-09-23,0.6544928025163946
2019-09-24,0.6382955885699045
2019-09-25,0.7131840432531232
2019-09-26,0.6980178562653131
2019-09-27,0.666132764259025
2019-09-30,0.6662434560867976
2019-10-01,0.6545366751686613
2019-10-02,0.8187575750149128
2019-10-03,1.0932281708747582
2019-10-04,1.0588671248347084
2019-10-07,1.1208449486319507
2019-10-08,1.0500372791547645
2019-10-09,1.2091189269818914
2019-10-10,1.1426303204409856
2019-10-11,1.0577615700940277
2019-10-14,1.0528313889745513
2019-10-15,0.9467732846867463
2019-10-16,0.9436153798075215
2019-10-17,0.8591376295641678
2019-10-18,0.7754803014942704
2019-10-21,0.7400100323869334
2019-10-22,0.7212002055041761
2019-10-23,0.6836706366309419
2019-10-24,0.6230171332163176
2019-10-25,0.5696934857409351
2019-10-28,0.5483065401370982
2019-10-29,0.5543772240170117
2019-10-30,0.5180715180014184
2019-10-31,0.4965902107872535
2019-11-01,0.5193589319506171
2019-11-04,0.6472583863053253
2019-11-05,0.5993996310177093
2019-11-06,0.5577001022325879
2019-11-07,0.5108570474010299
2019-11-08,0.4788198241277935
2019-11-11,0.45305240025871074
2019-11-12,0.45237957838054
2019-11-13,0.41914797406512827
2019-11-14,0.39042571858214525
2019-11-15,0.39331812639918873
2019-11-18,0.5039183877233875
2019-11-19,0.46332796009770094
2019-11-20,0.4454921482148047
2019-11-21,0.490554018569148
2019-11-22,0.47235152916227846
2019-11-25,0.4471675571151888
2019-11-26,0.5249019596270095
2019-11-27,0.4808372736978856
2019-11-29,0.47299641684218824
2019-12-02,0.5237190447504769
2019-12-03,0.702347317979961
2019-12-04,0.7433296980203272
2019-12-05,0.7016707303212173
2019-12-06,0.6224043572829698
2019-12-09,0.6885415030827192
2019-12-10,0.6497127477348841
2019-12-11,0.5886466520787667
2019-12-12,0.5370207301083129
2019-12-13,0.614935397296628
2019-12-16,0.5535051697931848
2019-12-17,0.5828637716386601
2019-12-18,0.5259554836468323
2019-12-19,0.488627237307878
2019-12-20,0.47783498280860653
2019-12-23,0.4770820031466738
2019-12-24,0.4437354495229964
2019-12-26,0.43372662493916003
2019-12-27,0.44492810401612004
2019-12-30,0.43192693834767343
2019-12-31,0.5425259379011086
2020-01-02,0.5055516714479055
2020-01-03,0.5821847031946189
2020-01-06,0.6809919275411376
2020-01-07,0.6109876945179156
2020-01-08,0.587086839490922
2020-01-09,0.5574392176962689
2020-01-10,0.5704881379459396
2020-01-13,0.5572920576350933
2020-01-14,0.5765475824578724
2020-01-15,0.5395820742002845
2020-01-16,0.4924909468680191
2020-01-17,0.5705546989109483
2020-01-21,0.5313417381274016
2020-01-22,0.5253324291181387
2020-01-23,0.4802836807697605
2020-01-24,0.45821199141893637
2020-01-27,0.6865243608358115
2020-01-28,1.0616647628358882
2020-01-29,1.006843808728456
2020-01-30,0.8692280404709741
2020-01-31,0.7715941246144848
2020-02-03,1.1806575201128933
2020-02-04,1.0592408715538955
2020-02-05,1.1443231584259945
2020-02-06,1.0983640738756868
2020-02-07,0.9420819849003819
2020-02-10,0.8822752276445575
2020-02-11,0.8177863491406295
2020-02-12,0.71277094196012
2020-02-13,0.6769420573702236
2020-02-14,0.6119694830866262
2020-02-18,0.5477254285910909
2020-02-19,0.5413028141976728
2020-02-20,0.5243396920009205
2020-02-21,0.5529487677379504
2020-02-24,0.8840664158002096
2020-02-25,2.299144021546752
2020-02-26,2.678710251295358
2020-02-27,2.1563967211887918
2020-02-28,3.32242643291863
2020-03-02,2.705398540372487
2020-03-03,3.4274591580809295
2020-03-04,3.2797466053022815
2020-03-05,3.5710988639086882
2020-03-06,3.5849841003298706
2020-03-09,3.068901815775386
2020-03-10,5.47271040288729
2020-03-11,5.194541488873196
2020-03-12,5.183822033018287
2020-03-13,7.4058573386088105
2020-03-16,7.929662495529976
2020-03-17,10.02035139284604
2020-03-18,8.69538024997282
2020-03-19,7.6813825776884626
2020-03-20,6.145984377747675
2020-03-23,5.6626815933938826
2020-03-24,4.968848879226085
2020-03-25,6.577454598155977
2020-03-26,5.349325516782927
2020-03-27,5.552980515349347
2020-03-30,4.952017113907623
2020-03-31,4.413347637966961
2020-04-01,3.7213892992594215
