,mu,omega,alpha[1],gamma[1],beta[1]
2019-02-04,0.03267489184984457,0.036017304457921284,0.0029279994678606956,0.3026649336868063,0.7924087746052811
2019-02-05,0.03676386365353271,0.0354535274695746,0.004950480225360773,0.29707561214532713,0.7940306700910725
2019-02-06,0.03583034932173756,0.035430276455888976,0.002695665556306706,0.3003454370173937,0.7947047803055767
2019-02-07,0.034481164756590126,0.035408810236823865,0.0026023266383850595,0.300668787843203,0.7951664149211517
2019-02-08,0.03370870743993806,0.03530785950942339,0.000411532762602387,0.30087516419181515,0.7969649242561485
2019-02-11,0.032985871363226456,0.03527980741310524,0.00018667848276043042,0.299877717855893,0.7974896960197152
2019-02-12,0.03359825829283513,0.035292329963985083,0.0003251916227518469,0.30103877226886055,0.7971651671066474
2019-02-13,0.03308217292085879,0.035287200978992905,0.0006939663689126985,0.3002267757730978,0.797117631919623
2019-02-14,0.032750350052077694,0.03529472826012232,0.0003100170082324093,0.30074940306159864,0.7972018234914697
2019-02-15,0.03330646853445984,0.03534635566321445,0.001268031790744511,0.2995736494971571,0.7969152556584073
2019-02-19,0.03302746680077363,0.035288549577847446,0.0003965274858971612,0.30003110088785684,0.7974954091028922
2019-02-20,0.03313749474736276,0.035238966750767736,1.169541384604265e-16,0.30060194917770916,0.7975643410254254
2019-02-21,0.0335093175503296,0.035314379492778526,0.0,0.30214445018317587,0.7969204392412157
2019-02-22,0.033675559547966756,0.03527542156174019,1.173634536392798e-16,0.30143927659903025,0.7972101711320574
2019-02-25,0.03392634278958276,0.035165872008922565,6.015278858056528e-16,0.3015079464417483,0.7972284172343767
2019-02-26,0.03338599201714375,0.03506946782623366,0.0,0.30159677370264854,0.7973679863491588
2019-02-27,0.03339106277830172,0.03494506590786847,0.0,0.30184381730371757,0.7973899378482865
2019-02-28,0.032955547701578644,0.03487549663525072,2.530538797597518e-17,0.30210575213791163,0.7974242989867625
2019-03-01,0.033524836367218196,0.0349032643845269,3.554314478062315e-17,0.30150705921124843,0.7974727010190005
2019-03-04,0.03285258134501427,0.0349162223124382,0.00010512833423373104,0.3017242009674242,0.7973591551935757
2019-03-05,0.033102990449432074,0.03479102911838753,9.1968900445084e-17,0.3015282564238285,0.7976773897772503
2019-03-06,0.0315760888326574,0.03499864288233571,0.001707025958197385,0.30031062764819777,0.7966922520401695
2019-03-07,0.031101824365434995,0.035094479399710075,0.001626113885463798,0.3009509754414133,0.7965593504870776
2019-03-08,0.03084742871723806,0.034957013048679396,0.0014119466167338715,0.29939001420713535,0.7974419492731772
2019-03-11,0.0322701021615084,0.03516351012336686,0.001706752227321861,0.3025564481756743,0.7958075640973395
2019-03-12,0.032525144367411454,0.03506046065262542,0.0011812650491709647,0.30204205017621266,0.796393332636782
2019-03-13,0.03335010934318872,0.03503139126366934,0.0013676337868216606,0.3017622103952454,0.7962436692426712
2019-03-14,0.03334464695823101,0.03501118787590478,0.0011076326953070013,0.30235352670905696,0.796126793669999
2019-03-15,0.03474587376220505,0.0350082525695021,0.0012019254794512378,0.3035946607836652,0.7956060598595633
2019-03-18,0.03519322363715077,0.03493903259280383,0.0009980900875700297,0.303864333800928,0.7956103135660009
2019-03-19,0.034634417324361386,0.03487595592175762,0.0007088919192670174,0.30425728161149174,0.7957907794147513
2019-03-20,0.03387514916379384,0.03484773411577223,0.0006143764819230693,0.30451756759757037,0.7959068227819494
